이름,유형,도로명주소,지번주소,전화번호,홈페이지,체크인/아웃시간,별점,리뷰 개수,위도,경도
가산토방,펜션,제주 서귀포시 인정오름로86번길 3,토평동 3077,064-763-3888,https://site.onda.me/136570,입실 16:00 퇴실 11:00,4.45,740,33.2877122987635,126.577600996571
제주자연인펜션글램핑,펜션,제주 제주시 아란서길 110 B동별관,아라1동 2082-1,064-723-7502,http://jejujayeonin.com,미제공,3.99,620,33.468734847621,126.539441156072
제주애견동반 솔펜션,펜션,제주 제주시 구좌읍 해맞이해안로 2478 제주솔펜션,종달리 722,0507-1474-0239,http://solpension.com/,입실 16:00 퇴실 11:00,4.49,625,33.4861103289716,126.901899342152
해리앤소담,펜션,제주 제주시 애월읍 중산간서로 6566-3,광령리 2010-10,0507-1347-1969,https://www.harrynsodam.com/,입실 16:00 퇴실 11:00,4.55,652,33.4626753158106,126.431011090614
풀스테이 소랑제풀빌라,펜션,제주 서귀포시 안덕면 소기왓로 71,창천리 707-13,010-8285-0854,http://www.fullstay.co.kr/jeju/sorangje/index.html,입실 16:00 퇴실 11:00,0.0,431,33.241030065996,126.36888634287
애월여가한옥,펜션,제주 제주시 애월읍 천덕로 399-86,납읍리 686-1,010-9581-1400,http://freehouse.kr,입실 15:00 퇴실 11:00,4.86,951,33.4236296652967,126.344312996253
뉴그린펜션,펜션,제주 서귀포시 표선면 표선백사로 121 뉴그린펜션,표선리 483-4,010-3202-2994,미제공,입실 15:00 퇴실 11:00,4.5,128,33.3262491496852,126.836573320564
토마토빌리지,펜션,제주 서귀포시 성산읍 성산등용로 96-7 토마토빌리지,성산리 359-4,0507-1480-2361,https://blog.naver.com/forayfuddl,입실 16:00 퇴실 11:00,0.0,111,33.469864059678,126.930534686927
하늘 키즈&가족펜션,펜션,제주 제주시 계명2길 17,외도일동 2158,0507-1431-3226,http://jejusky.kr/,입실 16:00 퇴실 11:00,4.91,809,33.4887619809626,126.423259233755
야호비치하우스,펜션,제주 제주시 조천읍 조함해안로 582,함덕리 215-6,0507-1410-5853,http://www.yahobeach.com/,입실 15:00 퇴실 11:00,4.51,2040,33.5439605195993,126.673749800959
귤한가,펜션,제주 제주시 한림읍 명월성로 234-1,협재리 221,0507-1316-5582,https://blog.naver.com/elecdorazang,입실 16:00 퇴실 11:00,4.96,404,33.3882635134007,126.263093202609
티아일랜드,펜션,제주 서귀포시 막숙포로 100 T 아일랜드,법환동 1452,064-738-1577,http://www.tisland.co.kr/,입실 15:00 퇴실 11:00,4.55,675,33.2334963923574,126.51133552508
벨루아,펜션,제주 서귀포시 대정읍 노을해안로 708 벨루아,신도리 3080,0507-1318-3026,https://blog.naver.com/jejubellua,입실 16:00 퇴실 11:00,0.0,346,33.2755965693061,126.172226209142
클랭블루스테이 커플&숙소&독채,펜션,제주 제주시 한경면 용금로 257,두모리 117-1,0507-1388-3722,https://pf.kakao.com/_Dgxawb,입실 16:00 퇴실 11:00,4.81,269,33.3323779139277,126.208357765136
해변산책,펜션,제주 제주시 애월읍 곽지9길 7 공항에서 택시 및 자가용으로 25분(네비에 해변산책)대중교통 이용 시 곽지모물 버스 정거장에서 도보 1분거리입니다.,곽지리 1622-29,0507-1417-6161,미제공,입실 15:00 퇴실 11:00,4.76,676,33.4520330663988,126.308027009691
사랑터울펜션,펜션,제주 제주시 어영길 25 사랑터울,용담삼동 1170-1,0507-1345-3985,https://blog.naver.com/rhwhdrlf44,입실 15:00 퇴실 11:00,0.0,274,33.5185626276691,126.495960617891
인별,펜션,제주 제주시 구좌읍 행원로1길 25,행원리 1537-7,0507-1412-4004,https://www.instagram.com/the_gallery_pension/?utm_medium=copy_link,미제공,0.0,240,33.5542033588983,126.800022318306
그리너리빌리지 펜션,펜션,제주 서귀포시 소보리당로 200,상예동 2856-1,0507-1375-6774,https://www.instagram.com/greenery_village_jeju,입실 15:00 퇴실 11:00,0.0,183,33.26124675932,126.384401172189
바다아리펜션,펜션,제주 제주시 한림읍 한림로 361 2층,협재리 1731,0507-1410-1846,http://badaari.com/,입실 16:00 퇴실 11:00,4.68,1282,33.3954047120351,126.24213110276
뽀요요,펜션,제주 제주시 우도면 우도해안길 128,연평리 2652,0507-1414-8118,https://www.instagram.com/udo_poyoyo,미제공,4.57,1365,33.4942181493056,126.946687206336
팜밸리 풀빌라 리조트,펜션,제주 서귀포시 중산간서로 193 팜밸리 풀빌라 리조트,강정동 3447-1,0507-1373-7705,http://www.palmvalley.co.kr/,미제공,4.67,671,33.2593050926195,126.49074217545
비에노즈 풀빌라,펜션,제주 제주시 한림읍 한림해안로 674 비에노즈,귀덕리 3114-3,010-7431-0179,http://vienoz.co.kr,미제공,0.0,277,33.4425123606227,126.283990557281
푸르다오션펜션,펜션,제주 제주시 한림읍 월령3길 39-5,월령리 330-1,064-772-5500,http://www.pojeju.co.kr/,미제공,4.72,1248,33.3794742883157,126.216393295025
제주 벨루가,펜션,제주 서귀포시 대정읍 영락하동로85번길 41-1 제주벨루가,영락리 2078-1,010-8369-2078,http://제주벨루가.com,입실 03:00 퇴실 11:00,4.71,548,33.2526062523266,126.201423813228
앳코너,펜션,제주 제주시 백포북길 25,이호일동 350-1,0507-1394-3032,미제공,입실 15:00 퇴실 11:00,4.37,525,33.5028850846343,126.458855497335
스테이 어라운드,펜션,제주 제주시 서해안로 212,도두일동 1743-3,0507-1435-8943,미제공,미제공,4.9,72,33.5071163890589,126.46990168047
오션하우스,펜션,제주 서귀포시 안덕면 사계남로216번길 42,사계리 123,0507-1304-4541,http://www.oceanhouse.co.kr/,입실 16:00 퇴실 11:00,4.33,599,33.2347204011539,126.310095192742
구좌읍펜션 종달리수국길,펜션,"제주 제주시 구좌읍 해맞이해안로 2028 2층, 3층",종달리 1419-4,0507-1339-2999,https://www.instagram.com/jongdal.ri,미제공,0.0,54,33.5093332487471,126.899906997593
제주해조대,펜션,제주 제주시 한림읍 한림로 339 별관 협재스테이 한림로338-1,협재리 2446-3,0507-1361-8048,https://www.instagram.com/haejodae?igshid=ZDdkNTM=,입실 15:00 퇴실 11:00,4.3,260,33.3940493465761,126.240596093383
제주애견동반숙소 고투베드리조트,펜션,제주 서귀포시 성산읍 서성일로 660 제주애견동반숙소 고투베드리조트,수산리 3261-2,0507-1309-9355,http://gotobedjeju.com/,입실 16:00 퇴실 11:00,0.0,194,33.4273874166195,126.855014764926
코지하우스,펜션,제주 제주시 한림읍 금능9길 28,금능리 1493,064-796-0945,http://www.jejucozy.com,입실 15:00 퇴실 11:00,0.0,260,33.3905534652717,126.228860380473
프레리아 커플 독채펜션,펜션,제주 제주시 애월읍 유수암평화5길 34-29 프레리아 커플 독채펜션,유수암리 1034-7,0507-1357-7042,http://www.instagram.com/jeju_preeria,입실 16:00 퇴실 11:00,4.95,337,33.4255204200503,126.4050149384
해뜨는초록마을,펜션,제주 서귀포시 성산읍 섭지코지로25번길 8,고성리 448-7,010-4315-7500,http://sogvill.co.kr,입실 15:00 퇴실 11:00,4.81,357,33.4396225180018,126.920361567661
제주나인부띠끄호텔,펜션,제주 서귀포시 솔동산로10번길 23,서귀동 644-1,064-762-0045,http://www.jeju9hotel.com/,미제공,4.41,537,33.2426142779285,126.562756919544
제주담스파빌,펜션,제주 제주시 한림읍 한림로 162,금능리 1803-2,064-799-2020,http://www.jejudam.co.kr,입실 15:00 퇴실 11:00,4.64,1018,33.3855800020298,126.225322806948
호랑호랑펜션 제주성산점,펜션,제주 서귀포시 성산읍 일출로 86 D동,고성리 235,010-8664-3114,http://www.호랑호랑펜션.com,입실 16:00 퇴실 11:00,4.8,443,33.4537452094596,126.420285089933
그랑빌,펜션,제주 서귀포시 중문관광로 17,색달동 2512,064-739-9994,https://grandville.kr/,입실 15:00 퇴실 11:00,4.02,449,33.2562596390606,126.41522485303
자멍,펜션,제주 제주시 구좌읍 해맞이해안로 2286-2,종달리 485-6,010-2882-0230,http://www.instagram.com/jameong_,입실 16:00 퇴실 11:00,4.79,178,33.4970494131823,126.909975076944
제주에코스위츠,펜션,제주 서귀포시 중문상로 207-13,중문동 944-5,064-738-9975,https://blog.naver.com/jejueco2,입실 15:00 퇴실 11:00,4.78,1323,33.2655363608237,126.427810425509
아르츠 스파 앤 풀빌라,펜션,제주 제주시 구좌읍 해맞이해안로 2486-23,종달리 660,064-792-7858,http://artsjejuresort.com,입실 15:00 퇴실 11:00,4.43,1418,33.4856866084088,126.89991247106
제주 다온재,펜션,제주 서귀포시 성산읍 산성효자로114번길 121-3,오조리 1065-21,0507-1436-5090,http://www.jejudaonjae.com,입실 15:00 퇴실 11:00,4.76,431,33.4548271672582,126.906605833122
소곤닥하우스,펜션,제주 제주시 조천읍 신북로 497 소곤닥하우스,함덕리 1240-1,0507-1320-6003,http://www.sogondakhouse.com/,입실 16:00 퇴실 11:00,4.61,352,33.5428471030131,126.663327115015
비엔토김녕,펜션,제주 제주시 구좌읍 김녕로17길 28-1,김녕리 1262,0507-1331-3349,미제공,입실 15:00 퇴실 11:00,0.0,118,33.557594838806,126.754131741405
서담미가,펜션,제주 제주시 한림읍 협재로 325,협재리 638,0507-1349-0638,https://www.instagram.com/seodammiga/,입실 16:00 퇴실 11:00,0.0,130,33.3707867181755,126.256400429666
여누스테이,펜션,제주 제주시 조천읍 남조로 1842 1층,교래리 산61-1,064-782-2900,https://www.instagram.com/yeonu_stay/,입실 16:00 퇴실 11:00,0.0,303,33.4320126984516,126.673827341374
그림리조트,펜션,제주 제주시 서해안로 620-1,용담삼동 1020-4,064-713-0002,http://www.oceanvill.com/,입실 15:00 퇴실 11:00,4.22,446,33.5162780493598,126.503495404349
로그밸리펜션,펜션,제주 제주시 애월읍 소길남길 190-19,소길리 966-1,010-4691-1338,http://www.logjeju.com/,입실 16:00 퇴실 11:00,4.79,287,33.4169367264086,126.375563614044
스물셋,펜션,제주 제주시 구좌읍 평대서길 26 스물셋펜션,평대리 1950,0507-1385-9339,https://naver.me/FWJP47ig,입실 16:00 퇴실 11:00,0.0,97,33.5350679297559,126.837369623105
건축학개론펜션,펜션,제주 서귀포시 성산읍 신풍하동로 224-33 건축학개론펜션,신풍리 179,0507-1498-0032,https://blog.naver.com/lovelylifeinjeju,입실 16:00 퇴실 11:00,0.0,358,33.3582637373534,126.860216092767
멀왓스테이,펜션,제주 제주시 한림읍 중산간서로 5102,귀덕리 168-3,0507-1307-8308,http://www.meolwat-stay.kr,입실 16:00 퇴실 11:00,0.0,617,33.4187367390137,126.298019341988
우도사랑펜션,펜션,제주 제주시 우도면 우목길 82-2,연평리 2401-4,010-4661-7392,https://udosarang.modoo.at,입실 15:00 퇴실 11:00,4.87,480,33.5098255664133,126.946319018701
라포즈펜션,펜션,제주 서귀포시 중산간서로 459,하원동 155-1,010-9555-3367,https://blog.naver.com/uto514,입실 16:00 퇴실 11:00,4.74,474,33.2630871660949,126.465780229776
제주숙소 스테이셀레네,펜션,제주 제주시 구좌읍 행원로7길 25-1,행원리 589,0507-1492-2253,http://stay-selene.imweb.me/,입실 16:00 퇴실 11:00,0.0,153,33.5559409137053,126.807242940171
호텔 홀라인 협재점,펜션,제주 제주시 한림읍 한림로 197 2층,금능리 1296-3,070-4257-9563,http://hollain.com/main/html.php?htmid=main/hotelhollain.html,입실 16:00 퇴실 11:00,4.85,455,33.3864825123199,126.22896005621
라피아하우스,펜션,제주 제주시 한림읍 옹포2길 37-91,옹포리 685-4,0507-1369-4046,https://www.airbnb.co.kr/users/show/356023978,입실 15:00 퇴실 11:00,4.91,223,33.3985977428328,126.252320625092
빌라사계,펜션,제주 서귀포시 안덕면 사계북로 157-20 빌라사계,사계리 396-2,064-792-6006,https://villarecord.com/villasagye,입실 16:00 퇴실 11:00,4.51,509,33.2399658955497,126.304619247612
더베이 제주 리조트,펜션,제주 서귀포시 문필로35번길 46 더베이 제주리조트,보목동 1252-1,0507-1379-8118,https://thebayjeju.modoo.at,입실 15:00 퇴실 11:00,4.27,265,33.2411852498884,126.593394252364
더쉼팡스파앤풀빌라,펜션,제주 서귀포시 표선면 세성로 67-2,세화리 353,064-787-7147,https://www.instagram.com/,입실 15:00 퇴실 10:00,4.67,893,33.4994760441558,126.8567727074
일일시호일,펜션,제주 서귀포시 안덕면 덕수서로174번길 5-6,덕수리 1986-6,0507-1341-8998,https://ililsihoil.modoo.at/,입실 16:00 퇴실 11:00,0.0,64,33.2667218785084,126.30634054446
자모네,펜션,제주 제주시 구좌읍 동복남2길 26-4,동복리 1705-62,010-8030-9559,https://blog.naver.com/jamone_jeju,미제공,0.0,35,33.5494808134007,126.708645217537
설렘펜션,펜션,제주 제주시 애월읍 곽지9길 9,곽지리 1622-52,064-799-6400,http://www.jejusullem.com,입실 15:00 퇴실 11:00,4.44,339,33.4519815784502,126.307864151559
또시오라,펜션,제주 제주시 서해안로 446-2,용담삼동 2400-7,0507-1315-2834,https://www.instagram.com/ttoseaorah_jeju/,입실 16:00 퇴실 11:00,4.49,320,33.5175653941626,126.487460635237
블란디야 펜션,펜션,제주 서귀포시 법환로 15 203,법환동 218,0507-1338-8845,http://050713388845.tshome.co.kr/,입실 15:00 퇴실 11:00,0.0,64,33.2366478433852,126.513539888268
스테이반하나,펜션,제주 서귀포시 남원읍 태신해안로 129,태흥리 46-2,0507-1348-0948,https://stayvanhana.modoo.at,입실 15:00 퇴실 10:00,0.0,662,33.2921190563569,126.762342660882
제주 달토끼 펜션,펜션,제주 제주시 구좌읍 세평항로 45-11,평대리 3347-3,0507-1351-2508,http://moonrabbit.kr/,입실 16:00 퇴실 11:00,0.0,219,33.5275983587374,126.853777706353
스테이 제주 호박,펜션,제주 제주시 한림읍 금능길 20-6 제B동,금능리 1768,010-2335-7968,https://blog.naver.com/masul,입실 16:00 퇴실 11:00,4.67,405,33.386638453717,126.2258408952
플루메리아 펜션,펜션,제주 제주시 애월읍 애월해안로 476 .,신엄리 2801,0507-1411-8705,https://blog.naver.com/mckim1978,입실 16:00 퇴실 11:00,0.0,277,33.4777595652432,126.355118698266
까델아스리조트,펜션,제주 제주시 애월읍 신엄9길 46 2층,신엄리 1099-1,010-4592-7992,http://www.cadelhas.com/pages/sub03_1.php,입실 15:00 퇴실 11:00,4.22,214,33.4753677557258,126.366642356082
중문허브독채펜션,펜션,제주 서귀포시 안덕면 대평감산로 57,창천리 929-6,010-3692-6872,http://www.herbjeju.com/,입실 15:30 퇴실 11:00,4.77,992,33.2396060419348,126.365376696803
스테이헤이븐,펜션,제주 제주시 애월읍 애월로 11 STAY HAVEN 펜션,애월리 2467,064-799-7252,https://site.onda.me/105040,입실 16:00 퇴실 11:00,4.63,132,33.4602000400659,126.31116195236
아쿠아뷰티크,펜션,제주 제주시 구좌읍 해맞이해안로 522,행원리 1515-9,0507-1441-1026,http://www.aquabeautique.com/,입실 15:00 퇴실 11:00,4.35,2529,33.5568903982639,126.801490250533
더썸펜션,펜션,제주 서귀포시 성산읍 난고로42번길 110,고성리 1652-1,010-5948-4599,https://thesome.modoo.at,입실 16:00 퇴실 11:00,4.8,820,33.4432579337984,126.906689857902
소길채,펜션,제주 제주시 애월읍 소길남길 25 소길채,소길리 838-4,0507-1370-2631,https://www.instagram.com/sogilchae_jeju,입실 16:00 퇴실 11:00,0.0,66,33.4321757140129,126.378771806456
제주 하이맘 키즈 펜션 실버,펜션,제주 제주시 애월읍 신엄안2길 54,신엄리 953,0507-1352-6394,http://queensbaypension.com/,미제공,0.0,21,33.4771325092958,126.369859451646
매듭,펜션,제주 제주시 서해안로 502,용담삼동 2319-8,010-3511-9617,https://site.onda.me/116285,입실 16:00 퇴실 11:00,4.54,226,33.5194246651045,126.492677152228
제주 베스트힐 글램핑 & 펜션,펜션,제주 제주시 조천읍 남조로 2109-36,교래리 786-30,0507-1471-3300,https://blog.naver.com/son82730077,입실 15:00 퇴실 11:00,0.0,741,33.4534622140475,126.657515550849
제주애월애 휴양펜션,펜션,제주 제주시 애월읍 신엄1길 12,신엄리 3075,0507-1474-8913,http://www.jejuaewole.com,미제공,0.0,149,33.4690188161145,126.358496233004
빌라노이제주,펜션,제주 서귀포시 안덕면 산방로288번길 48,사계리 321,010-3746-6448,http://www.villanoi.com/,입실 15:00 퇴실 11:00,4.8,933,33.2369724775089,126.303916484919
팜파스펜션,펜션,제주 제주시 조천읍 교래1길 41-12,교래리 464,02-1599-0583,http://pampaspensionjeju.imweb.me/,입실 15:00 퇴실 11:00,0.0,95,33.4361174427268,126.673858763544
제주13월,펜션,제주 서귀포시 성산읍 서성일로 689-54,수산리 2722-35,0507-1420-5551,https://undecember.modoo.at/,입실 16:00 퇴실 11:00,4.98,390,33.4317323617591,126.858036718546
지금여기에,펜션,제주 제주시 한림읍 금능길 79,금능리 1420,010-3022-8687,https://www.instagram.com/now_and_here_jeju,입실 15:00 퇴실 11:00,4.46,211,33.3892478571995,126.231415328337
애월 오션스테이,펜션,제주 제주시 애월읍 애월해안로 412 애월오션스테이,고내리 76-1,064-747-7007,http://kbs1.kr/h/jjaewolocean,입실 16:00 퇴실 11:00,0.0,84,33.4728493752088,126.352218671003
의식주,펜션,제주 제주시 구좌읍 한동로3길 18,한동리 907-4,0507-1489-0310,https://www.conscious-inn.com/,미제공,0.0,53,33.5342742126099,126.82606026297
세화밖거리,펜션,제주 제주시 구좌읍 세평항로 46-9 4층,세화리 3641-10,0507-1396-9304,https://www.instagram.com/sehwa.happy,입실 16:00 퇴실 11:00,5.0,190,33.5269911416087,126.856018059397
바다의향기 펜션,펜션,제주 서귀포시 대정읍 송악관광로177번길 254-6,상모리 71-8,070-4376-6473,http://제주바다의향기.com/,미제공,0.0,124,33.2130767153411,126.292167502012
사계 해담은스파펜션,펜션,제주 서귀포시 안덕면 사계북로 157-15 해담은스파빌,사계리 360-4,064-792-4200,http://www.jejuspavill.com/,입실 16:00 퇴실 11:00,4.35,401,33.2394122154937,126.30387815972
제주브리즈,펜션,제주 서귀포시 표선면 세성로 67-30,세화리 353-30,0507-1360-9042,https://breezespanpoolvilla.modoo.at/,미제공,0.0,151,33.311848048847,126.803739658679
제주올레돔펜션,펜션,제주 서귀포시 성산읍 온평포구로54번길 54,온평리 1139-2,010-6307-1241,http://jejuolledome.com/,입실 16:00 퇴실 11:00,4.66,590,33.3984749110123,126.899131568351
더비치펜션,펜션,제주 제주시 서해안로 486-4 더비치,용담삼동 2342-2,064-711-8831,http://thebeachjeju.com/,입실 15:00 퇴실 11:00,4.61,245,33.5186007345991,126.490773004371
씨사이드뷰2,펜션,제주 제주시 한경면 한경해안로 190-1,용수리 4219-4,0507-1448-1086,http://seasideview.co.kr,미제공,4.85,167,33.3247946636216,126.163892311432
라라스테이,펜션,제주 제주시 한림읍 협재1길 55-3,협재리 1449,010-4859-1449,http://www.instagram.com/lala_stay,입실 15:00 퇴실 11:00,0.0,598,33.3991775794866,126.245280543612
구좌읍펜션 힐링스테이,펜션,제주 제주시 구좌읍 한동로5길 106 b동 힐링스테이,한동리 704-3,0507-1315-7038,미제공,입실 16:00 퇴실 11:00,0.0,54,33.5267550944575,126.828214743129
코삿펜션,펜션,제주 제주시 애월읍 구엄동3길 85,구엄리 540-4,010-5552-4863,https://blog.naver.com/cosat85,입실 15:00 퇴실 11:00,4.91,547,33.4829616940322,126.380766760997
부띠끄풀빌라 나미브,펜션,제주 제주시 한경면 판포4길 41-41 부띠끄풀빌라나미브,판포리 1684,0507-1359-2913,http://www.namibjeju.co.kr/,입실 15:00 퇴실 11:00,4.7,365,33.3657010577899,126.203246679189
안트레,펜션,제주 제주시 한림읍 한림중앙로 154-7,동명리 1469,0507-1325-0088,미제공,미제공,0.0,80,33.4023729840518,126.269625854138
제주독채펜션 감성숙소 사우나 노천탕 돌집 훈온,펜션,제주 서귀포시 안덕면 중산간서로 1807,서광리 274-18,0507-1310-6254,https://blog.naver.com/lowell_kim,입실 16:00 퇴실 11:00,0.0,180,33.2864405040371,126.329314768308
제주해바라기펜션,펜션,제주 서귀포시 표선면 일주동로6285번길 13-12 해바라기펜션,세화리 1545,0507-1432-2013,https://blog.naver.com/kdy81jjang,입실 16:00 퇴실 11:00,4.88,2558,33.5218521324111,126.855415267816
아름다운호야네,펜션,제주 서귀포시 표선면 토산중앙로 487-134,토산리 1790,0507-1342-3699,https://blog.naver.com/areumssine,입실 16:00 퇴실 11:00,4.9,433,33.3301942410044,126.76052823858
제주무지개하우스,펜션,제주 제주시 조천읍 평사길 8-6,함덕리 239-2,010-8678-8657,http://jejurainbow.co.kr/,입실 16:00 퇴실 11:00,4.37,267,33.5429989583452,126.673402843486
하도기록,펜션,제주 제주시 구좌읍 하도13길 32 하도기록,하도리 1091-65,0507-1359-1409,http://hadodiary.com,입실 04:00 퇴실 11:00,0.0,163,33.5101218748022,126.889706738108
글라애월,펜션,제주 제주시 애월읍 장소로 215,소길리 799-5,0507-1383-8970,https://instagram.com/gla_aewol?utm_medium=copy_link,입실 15:00 퇴실 11:00,0.0,147,33.4336595338285,126.380028606871
제주애견펜션 쉼멍스테이,펜션,제주 서귀포시 대정읍 신영로 16-14 쉼멍스테이,동일리 3006,0507-1428-9999,https://blog.naver.com/shimmung_stay,입실 16:00 퇴실 11:00,0.0,172,33.2236828007014,126.246167571861
쉼표펜션,펜션,제주 제주시 서해안로 504,용담삼동 2319-6,1833-6682,미제공,입실 15:00 퇴실 11:00,4.24,301,33.5194342818336,126.492911964194
클랭블루 수동 커플&독채&감성숙소,펜션,제주 제주시 한경면 수동1길 3,저지리 1196-1,010-8720-5338,https://www.instagram.com/kleinblue_sudong/,입실 16:00 퇴실 11:00,0.0,132,33.3371705996471,126.236011853156
펜션 꿈꾸다,펜션,제주 제주시 조천읍 함덕22길 28 꿈꾸다,함덕리 4148-5,0507-1330-7371,https://blog.naver.com/todac7942,입실 16:00 퇴실 11:00,4.76,217,33.5378072741687,126.673455098751
화목맨션,펜션,제주 제주시 애월읍 하광로 402 화목맨션,광령리 4059-1,0507-1391-6332,https://blog.naver.com/hwamok_mansion,입실 16:00 퇴실 11:00,0.0,18,33.4540667128366,126.425066681465
도두다펜션 & 체험배낚시,펜션,제주 제주시 도두봉6길 9-4,도두일동 1700-12,0507-1331-8553,미제공,입실 16:00 퇴실 11:00,4.73,470,33.5080323572396,126.472510298386
서귀포르투,펜션,제주 서귀포시 칠십리로 73,서귀동 788-10,0507-1387-8131,https://seogwiporto.modoo.at,미제공,0.0,58,33.2398184662748,126.56390334034
바다위언덕,펜션,제주 서귀포시 남원읍 태위로 594-6,남원리 1421-3,064-764-8811,http://www.바다위언덕펜션.com/,입실 15:00 퇴실 11:00,4.75,96,33.2761166794084,126.710417099139
혼디펜션,펜션,제주 제주시 애월읍 신엄안3길 20,신엄리 2654-1,010-3954-5933,https://blog.naver.com/mk2060146,입실 15:00 퇴실 11:00,4.83,637,33.4743463119912,126.364609384155
제주하도,펜션,제주 제주시 구좌읍 문주란로5길 23-4 제주하도,하도리 1583,0507-1408-2193,https://www.instagram.com/shin_hyuk_jeju,입실 15:00 퇴실 10:00,0.0,61,33.5210698209431,126.887082406414
쇠소깍휴양펜션엘마르,펜션,제주 서귀포시 쇠소깍로 138,하효동 996-1,064-762-5550,https://www.instagram.com/jeju_elmar,입실 16:00 퇴실 11:00,0.0,122,33.2519041154082,126.622477884632
선흘안,펜션,제주 제주시 조천읍 선흘남1길 144-40 1층,선흘리 3836-8,0507-1359-5728,https://blog.naver.com/seon_heul_an,미제공,0.0,44,33.4929532772515,126.694772138959
길리리조트,펜션,제주 제주시 한림읍 명재로 100-47,협재리 12,010-3016-2019,http://www.giliresort.co.kr,입실 16:00 퇴실 11:00,0.0,159,33.3906237997612,126.260412561159
아침해변펜션,펜션,제주 제주시 조천읍 조함해안로 76-9 아침해변펜션,조천리 2996-2,064-784-6564,https://youtu.be/EpTUVkZIJpQ,입실 16:00 퇴실 11:00,4.14,165,33.5440283721912,126.638109711396
윤슬스테이,펜션,제주 제주시 구좌읍 덕행로 175-24 .,행원리 1950-6,0507-1464-3403,https://www.instagram.com/yoonseul_stay_jeju,미제공,0.0,87,33.532175626287,126.795859170659
이지코지,펜션,제주 제주시 한경면 두신로 16-2,신창리 680-1,0507-1367-1722,https://www.instagram.com/easycozy_jeju,입실 16:00 퇴실 11:00,0.0,30,33.3442455494192,126.183002429572
미르빌펜션앤리조트,펜션,제주 서귀포시 안덕면 사계로114번길 87,사계리 846,064-792-2918,http://www.mirvill.net,입실 15:00 퇴실 11:00,4.43,540,33.2460107678343,126.306135616375
바다향기펜션,펜션,제주 제주시 구좌읍 행원로1길 32,행원리 1537-5,0507-1371-8277,https://badahyanggipension.modoo.at/,입실 15:30 퇴실 10:30,4.69,515,33.554922434655,126.799944313255
푸른제주펜션,펜션,제주 서귀포시 성산읍 한도로 256,성산리 260-2,064-783-4830,http://www.preunjeju.co.kr,입실 15:00 퇴실 11:00,4.64,636,33.465943447647,126.93440382246
호텔홀라인 평대점,펜션,제주 제주시 구좌읍 평대2길 34-1,평대리 1984-1,070-4452-2874,https://blog.naver.com/hotel_hollain,입실 16:00 퇴실 10:30,4.86,264,33.5334315941528,126.839562122524
바다야펜션,펜션,"제주 제주시 조천읍 조함해안로 478 2,3층",함덕리 1252-43,064-784-0800,미제공,입실 15:00 퇴실 11:00,0.0,294,33.5430911047452,126.664035600998
수수별장,펜션,"제주 제주시 조천읍 조함해안로 574 2층, 3층",함덕리 221-2,010-2689-0580,http://www.instagram.com/villa_susu,입실 16:00 퇴실 11:00,0.0,115,33.5439273157346,126.672885872056
판포리135,펜션,제주 제주시 한경면 판포1길 35,판포리 2901-1,0507-1398-0051,http://panpori135.com/,입실 03:00 퇴실 11:00,0.0,342,33.3647741831054,126.196414068166
마레카펜션,펜션,제주 제주시 한림읍 금능1길 26,금능리 1682-1,010-7283-1475,http://www.mareca.kr/,입실 15:00 퇴실 11:00,4.66,248,33.3881466476005,126.224847035979
셉템버미니펜션,펜션,제주 제주시 구좌읍 행원로4길 19-31,행원리 819-10,0507-1403-3450,https://blog.naver.com/jeju_september,입실 16:00 퇴실 10:00,4.83,319,33.5529302779563,126.807280638925
한담풍경하우스,펜션,제주 제주시 애월읍 애월로 6,애월리 2457-1,0507-1330-9881,http://www.jejuhandam.com,입실 14:00 퇴실 11:00,4.91,687,33.4593999798533,126.311455150943
제이팜휴양펜션,펜션,[],제주 서귀포시 하원동 1384-1,010-3698-8274,http://www.jeju-jfarm.com/,미제공,4.54,173,33.2529870623203,126.45494954495
아라파니,펜션,제주 제주시 구좌읍 월정5길 18-16,월정리 90-1,0507-1321-7960,http://arapani77.modoo.at,입실 16:00 퇴실 11:00,4.71,203,33.5530564494135,126.797035816545
봉봉키즈펜션,펜션,제주 제주시 조천읍 신북로 508,함덕리 1252-37,0507-1355-8221,https://blog.naver.com/bbkids508,입실 15:00 퇴실 11:00,0.0,70,33.5422256337843,126.664123253862
나디아펜션,펜션,제주 제주시 애월읍 애원로 74,애월리 1229-3,010-6564-5576,http://www.jejunadia.co.kr,입실 15:00 퇴실 11:00,4.51,172,33.4581541298036,126.322329167643
코이노니아,펜션,제주 제주시 한림읍 금능6길 19,금능리 1462,0507-1392-2234,https://blog.naver.com/lgh4785,입실 15:00 퇴실 11:00,4.92,440,33.3885985026627,126.231250264928
스파벨리스 애견동반 펜션,펜션,제주 제주시 조천읍 종인내길 135,와흘리 2160-1,064-751-9980,http://spabellis.kr,미제공,4.18,1217,33.4948444595618,126.623006619533
루나마르풀리조트,펜션,제주 제주시 구좌읍 월정1길 36,월정리 346-3,0507-1410-3815,http://lunamar.kr/,입실 16:00 퇴실 11:00,4.7,658,33.5546153592449,126.791747475321
까사루나,펜션,제주 제주시 한림읍 명월로 3-6,동명리 1169,0507-1409-0200,http://www.casaluna.co.kr/,입실 16:00 퇴실 11:00,0.0,987,33.3924717122747,126.264693219249
