이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마,위도,경도
곽지머물다,"여관,모텔",제주특별자치도 제주시 애월읍 곽지5길 16-16,애월읍 곽지리 1622-43,,,숙소,33.4503049690384,126.30710169781
오당장모텔,"여관,모텔",제주특별자치도 제주시 동문로 135,건입동 710-14,064-722-6023,,숙소,33.5138999282851,126.541017426599
탑에이스모텔,"여관,모텔",제주특별자치도 제주시 관덕로7길 36,삼도2동 12-30,,,숙소,33.5163429145076,126.523454047058
청수여관,"여관,모텔",제주특별자치도 제주시 관덕로8길 15-3,이도일동 1391-1,064-755-5678,,숙소,33.5116224656596,126.523760515964
허브모텔,"여관,모텔",제주특별자치도 제주시 은남2길 43,연동 272-52,,,숙소,33.4882042922349,126.491087522758
세론장,"여관,모텔",제주특별자치도 제주시 한림읍 한림북동길 22,한림읍 한림리 1314-57,064-796-7575,,숙소,33.4169234783797,126.26404726239
영주여관,"여관,모텔",제주특별자치도 제주시 한림읍 한림로19길 9,한림읍 한림리 1314-163,070-4118-9522,,숙소,33.4170299196019,126.263782856137
성림모텔,"여관,모텔",제주특별자치도 제주시 서광로30길 2,이도이동 1781-8,064-757-4118,,숙소,33.4999290377054,126.526544635128
마더하우스,"여관,모텔",제주특별자치도 제주시 애월읍 고성남4길 3,애월읍 고성리 96,,,숙소,33.4321702120746,126.427520325745
무궁화모텔,"여관,모텔",제주특별자치도 제주시 서사로 16,용담1동 155-4,,https://blog.naver.com/flower3453,숙소,33.511035075447,126.519347298114
태화여관,"여관,모텔",제주특별자치도 제주시 관덕로15길 3-8,일도1동 1476-38,064-722-6171,,숙소,33.5135668661414,126.526261021837
제일여관,"여관,모텔",제주특별자치도 제주시 한림읍 한림로 633-1,한림읍 한림리 1371-3,064-796-0606,,숙소,33.4133682631725,126.261182759308
만금장,"여관,모텔",제주특별자치도 제주시 중앙로15길 6,이도1동 1421-23,064-722-0687,,숙소,33.5104484699218,126.524596543938
유나모텔,"여관,모텔",제주특별자치도 제주시 관덕로6길 8,삼도2동 61-2,064-751-0081,,숙소,33.5123510090898,126.521949841882
봉성모텔,"여관,모텔",제주특별자치도 제주시 동문로 121,건입동 709-12,064-721-4526,,숙소,33.5141707753105,126.539586419036
만수각여관,"여관,모텔",제주특별자치도 서귀포시 중앙로79번길 7,서귀동 297-15,064-732-1192,,숙소,33.2513452078617,126.560605026727
케이모텔,"여관,모텔",제주특별자치도 제주시 광양4길 3,이도1동 1787-2,,,숙소,33.5014998830326,126.527939084968
오렌지,"여관,모텔",제주특별자치도 제주시 광양2길 1,이도일동 1775-11,064-753-5001,,숙소,33.5008329179651,126.52771111553
대아모텔,"여관,모텔",제주특별자치도 제주시 신산로 77,일도2동 168-32,064-757-2283,,숙소,33.5069702831532,126.534801609121
용운모텔,"여관,모텔",제주특별자치도 제주시 광양13길 5,이도이동 1179-8,064-757-6582,,숙소,33.4988911197694,126.531047892612
용인모텔,"여관,모텔",제주특별자치도 제주시 남성로 116,삼도일동 709-9,,,숙소,33.5086689173255,126.517694010644
조아모텔,"여관,모텔",제주특별자치도 제주시 서광로2길 11-4,오라일동 2444-28,064-756-2003,https://www.ok114.co.kr/0647562003,숙소,33.4987771371235,126.513136774328
1mm모텔,"여관,모텔",제주특별자치도 제주시 서광로2길 1,오라일동 2440-1,064-753-5816,,숙소,33.4997383684905,126.513010434425
썬모텔,"여관,모텔",제주특별자치도 서귀포시 서문로28번길 6,천지동 305-4,064-762-5802,,숙소,33.2508339700816,126.558513561078
우리집별장민박,"여관,모텔",제주특별자치도 제주시 애월읍 광령평화9길 28-11,애월읍 광령리 1066-11,064-711-1990,,숙소,33.4551479784357,126.437982541909
황제여관,"여관,모텔",제주특별자치도 제주시 추자면 추자로 70,추자면 영흥리 367-10,064-742-7507,,숙소,33.961095620576,126.294838632144
펄하우스,"여관,모텔",제주특별자치도 제주시 서광로2길 17,오라일동 2444-5,064-756-0056,,숙소,33.4985307640489,126.513167854731
오성여관,"여관,모텔",제주특별자치도 서귀포시 명동로 43-7,서귀동 202-23,064-733-2239,,숙소,33.2478937411199,126.566325894477
럭키장모텔,"여관,모텔",제주특별자치도 제주시 서광로 189,삼도1동 518-5,064-751-2727,,숙소,33.5002243480074,126.516653933658
아트모텔,"여관,모텔",제주특별자치도 제주시 신대로20길 48,연동 275-5,064-742-8840,,숙소,33.4839264152071,126.491218953278
금오장모텔,"여관,모텔",제주특별자치도 제주시 서광로4길 16,오라일동 2444-21,064-753-0701,,숙소,33.4986470004874,126.514023052744
락희장,"여관,모텔",제주특별자치도 서귀포시 중정로91번길 11,중앙동 272-41,064-763-3311,,숙소,33.2492848184917,126.565356373134
예스모텔,"여관,모텔",제주특별자치도 제주시 사장2길 43,연동 274-41,064-749-8777,,숙소,33.484120472882,126.491073748719
샤인모텔,"여관,모텔",제주특별자치도 제주시 신광로 80,연동 263-8,064-749-2222,,숙소,33.4850645017043,126.489707348831
성우장,"여관,모텔",제주특별자치도 제주시 도남로 5-1,도남동 914-7,,,숙소,33.4993874573581,126.525320888017
노블모텔,"여관,모텔",제주특별자치도 서귀포시 정방로 7-1,정방동 216-11,064-762-6594,,숙소,33.2481709143705,126.568143140916
향림여인숙,"여관,모텔",제주특별자치도 제주시 오현길 78-8,이도일동 1430-2,,,숙소,33.5118249565046,126.525827188246
유락장모텔,"여관,모텔",제주특별자치도 서귀포시 솔동산로 28,서귀동 644-3,064-732-1277,,숙소,33.2425292664219,126.563248019668
굿나잇모텔,"여관,모텔",제주특별자치도 제주시 관덕로7길 38,삼도2동 12-31,064-724-3838,,숙소,33.5165275159297,126.523512880234
선화모텔,"여관,모텔",제주특별자치도 제주시 고마로11길 4-2,일도2동 355-10,064-755-5575,,숙소,33.5088870257726,126.540151780178
수모텔,"여관,모텔",제주특별자치도 제주시 광양8길 15,이도2동 1778-4,064-757-2194,,숙소,33.4996332452184,126.527896701204
한영장여관,"여관,모텔",제주특별자치도 제주시 서광로 160,오라일동 2440-3,064-752-5597,,숙소,33.4997382528392,126.513531828089
신제주집,"여관,모텔",제주특별자치도 제주시 연동6길 5 제주1번가 더테라스 지하2층~지상7층,연동 263-2,,,숙소,33.4851034562007,126.499927167827
국일모텔,"여관,모텔",제주특별자치도 제주시 서사로17길 2,삼도1동 536-9,064-753-5050,,숙소,33.5017710534438,126.520302600196
퐁낭하우스민박,"여관,모텔",제주특별자치도 제주시 한림읍 대림12길 60-4,한림읍 대림리 1473-3,064-796-5057,,숙소,33.425227691261,126.276949890154
오소록스테이,"여관,모텔",제주특별자치도 서귀포시 서문로 45,서귀동 322-3,,,숙소,33.2489987206627,126.557782803032
비원모텔,"여관,모텔",제주특별자치도 제주시 남성로 129-4,삼도1동 751-6,064-752-1285,,숙소,33.5093857771881,126.519365672751
올레로하우스,"여관,모텔",제주특별자치도 서귀포시 중앙로59번길 16,서귀동 308-10,064-732-3081,,숙소,33.2498716485497,126.559883889612
동백장,"여관,모텔",제주특별자치도 제주시 사라봉7길 42,건입동 709-9,064-756-5941,,숙소,33.5144831356874,126.539623942921
밀감센트럴호텔,"여관,모텔",제주특별자치도 제주시 사장1길 30,연동 284-45,,,숙소,33.4853988969632,126.492472454134
은정모텔,"여관,모텔",제주특별자치도 제주시 탑동로3길 4,삼도이동 1179-3,,,숙소,33.5170401883672,126.521695539587
장수각모텔,"여관,모텔",제주특별자치도 서귀포시 태평로431번길 22,서귀동 202-10,064-732-4536,,숙소,33.2474561757215,126.566092092455
수 빌리지,"여관,모텔",제주특별자치도 서귀포시 안덕면 소기왓로 81,안덕면 창천리 707-1,,,숙소,33.2418430234269,126.368844234864
수 빌리지,"여관,모텔",제주특별자치도 서귀포시 안덕면 소기왓로 81,안덕면 창천리 707-1,,,숙소,33.2418430234269,126.368844234864
제주풀스테이 소랑제,펜션,제주특별자치도 서귀포시 안덕면 소기왓로 81,안덕면 창천리 707-1,010-8285-0854,http://fullstay.co.kr/,숙소,33.2418430234269,126.368844234864
제주풀스테이 소랑제,펜션,제주특별자치도 서귀포시 안덕면 소기왓로 81,안덕면 창천리 707-1,010-8285-0854,http://fullstay.co.kr/,숙소,33.2418430234269,126.368844234864
진성모텔,"여관,모텔",제주특별자치도 제주시 광양13길 4,이도이동 1180-2,064-751-3757,,숙소,33.4986086001212,126.531129803134
더하우스,"여관,모텔",제주특별자치도 제주시 신산로 69,일도2동 168-6,064-758-5384,,숙소,33.5076297371796,126.534329590975
사라모텔,"여관,모텔",제주특별자치도 제주시 서사로13길 2,삼도1동 538-22,064-725-9812,,숙소,33.5034553418583,126.520262529889
대전여인숙,"여관,모텔",제주특별자치도 서귀포시 대정읍 하모상가로 18-2,대정읍 하모리 1040-6,064-794-1120,,숙소,33.2210735469454,126.250767377572
만평장모텔,"여관,모텔",제주특별자치도 서귀포시 태평로431번길 15,서귀동 411-20,064-762-3528,,숙소,33.2470026977565,126.565716729911
나인하우스,"여관,모텔",제주특별자치도 제주시 연동6길 5 제주1번가 더테라스,연동 263-2,,,숙소,33.4851034562007,126.499927167827
덕수모텔,"여관,모텔",제주특별자치도 제주시 남성로 29,용담일동 2674-6,064-758-8855,,숙소,33.5027714032986,126.512755935592
마음스테이,"여관,모텔",제주특별자치도 제주시 구좌읍 평대13길 42-1,구좌읍 평대리 3350,,,숙소,33.5261450030768,126.853949591479
천일여인숙,"여관,모텔",제주특별자치도 제주시 동문로6길 5-5,일도일동 1133,,,숙소,33.5123455513966,126.529140762551
보영모텔,"여관,모텔",제주특별자치도 제주시 서사로 122,삼도1동 533-6,064-722-9812,,숙소,33.5016232038989,126.519607456407
삼성여인숙,"여관,모텔",제주특별자치도 제주시 광양4길 8-2,이도1동 1788-3,064-757-0876,,숙소,33.5017145397088,126.527273706433
항구장모텔,"여관,모텔",제주특별자치도 제주시 한림읍 한림해안로 144,한림읍 한림리 1328-11,,,숙소,33.4153484244834,126.261865226208
셀렘 민박,"여관,모텔",제주특별자치도 제주시 애월읍 곽지9길 9,애월읍 곽지리 1622-52,064-799-6400,,숙소,33.4519500743882,126.30784106261
셀렘 민박,"여관,모텔",제주특별자치도 제주시 애월읍 곽지9길 9,애월읍 곽지리 1622-52,064-799-6400,,숙소,33.4519500743882,126.30784106261
설렘펜션,펜션,제주특별자치도 제주시 애월읍 곽지9길 9,애월읍 곽지리 1622-52,064-799-6400,http://www.jejusullem.com/,숙소,33.4519500743882,126.30784106261
설렘펜션,펜션,제주특별자치도 제주시 애월읍 곽지9길 9,애월읍 곽지리 1622-52,064-799-6400,http://www.jejusullem.com/,숙소,33.4519500743882,126.30784106261
한영장,"여관,모텔",제주특별자치도 제주시 한림읍 사가길 5,한림읍 한림리 1347,064-796-3115,,숙소,33.4147765662659,126.263673721776
미미여관,"여관,모텔",제주특별자치도 서귀포시 중정로91번길 12-1,서귀동 257-11,,,숙소,33.249527198912,126.565698234579
스마트무인텔,"여관,모텔",제주특별자치도 서귀포시 안덕면 중산간서로 1913-58,안덕면 서광리 970,064-792-5552,,숙소,33.2892769561902,126.314717387311
인피니트(INFINITY),"여관,모텔",제주특별자치도 제주시 조천읍 조함해안로 378,조천읍 함덕리 3294,,,숙소,33.5478023263429,126.656819296374
인피니트(INFINITY),"여관,모텔",제주특별자치도 제주시 조천읍 조함해안로 378,조천읍 함덕리 3294,,,숙소,33.5478023263429,126.656819296374
인피니티 다이빙리조트펜션,펜션,제주특별자치도 제주시 조천읍 조함해안로 378,조천읍 함덕리 3294,010-4767-3294,https://infinity99.modoo.at/,숙소,33.5478023263429,126.656819296374
인피니티 다이빙리조트펜션,펜션,제주특별자치도 제주시 조천읍 조함해안로 378,조천읍 함덕리 3294,010-4767-3294,https://infinity99.modoo.at/,숙소,33.5478023263429,126.656819296374
추자풀하우스,"여관,모텔",제주특별자치도 제주시 추자면 추자로 50,추자면 대서리 148-1,064-742-4266,,숙소,33.9626422265053,126.294220641172
영림여관,"여관,모텔",제주특별자치도 서귀포시 중정로91번길 28,서귀동 270-1,064-732-9090,,숙소,33.2503280717617,126.564087439704
유림여관,"여관,모텔",제주특별자치도 서귀포시 표선면 표선동서로 262-5,표선면 표선리 615,064-787-0454,,숙소,33.3265662019069,126.83388422565
한성여관,"여관,모텔",제주특별자치도 제주시 중앙로22길 3,삼도2동 228-36,064-722-0519,,숙소,33.5075499758607,126.523993983677
파크힐,"여관,모텔",제주특별자치도 제주시 삼성로 65,일도2동 1034-19,064-727-6002,,숙소,33.5080695482952,126.532203576971
동성모텔,"여관,모텔",제주특별자치도 제주시 관덕로15길 5,일도일동 1476-34,064-722-2912,,숙소,33.5136432989096,126.526797796349
삼화장여관,"여관,모텔",제주특별자치도 서귀포시 동문로 54,중앙동 257-1,064-733-8736,,숙소,33.2495100379183,126.566051252953
경림모텔,"여관,모텔",제주특별자치도 서귀포시 중정로61번길 11-1,서귀동 292-13,,,숙소,33.2489030618069,126.562705324768
삼보장모텔,"여관,모텔",제주특별자치도 제주시 서광로30길 4,이도2동 1781-16,064-758-9191,,숙소,33.4998537070688,126.526508563782
한라여관,"여관,모텔",제주특별자치도 서귀포시 칠십리로 476,보목동 717-1,,,숙소,33.2413610299515,126.60174268233
세명파크,"여관,모텔",제주특별자치도 제주시 동광로 163,일도이동 323-20,,,숙소,33.5098282056522,126.542907012088
꿈이 있는 곳,"여관,모텔",제주특별자치도 제주시 구좌읍 김녕로9길 4-2,구좌읍 김녕리 1629,,,숙소,33.5550070611183,126.748952459772
세안장여관,"여관,모텔",제주특별자치도 제주시 중앙로14길 28,삼도2동 913-4,,,숙소,33.5111735123575,126.521454336221
신대화모텔,"여관,모텔",제주특별자치도 제주시 서광로21길 4,삼도1동 553,,,숙소,33.5002991299162,126.522079701227
동경모텔,"여관,모텔",제주특별자치도 서귀포시 태평로335번길 23,서귀동 315-6,064-733-5848,,숙소,33.2470258653586,126.55963837013
브르장여관,"여관,모텔",제주특별자치도 제주시 고마로1길 1,일도2동 132-7,064-756-5922,,숙소,33.5136688014333,126.538698314971
장수여관,"여관,모텔",제주특별자치도 제주시 고전길 8,이도1동 1705-9,064-758-7846,,숙소,33.5067744833578,126.525654123569
백조여관,"여관,모텔",제주특별자치도 제주시 전농로7길 43,삼도일동 709-4,064-753-7900,,숙소,33.5083260464573,126.517810856578
명신여관,"여관,모텔",제주특별자치도 제주시 서사로 181,오라일동 2454-20,064-753-2261,,숙소,33.496129853795,126.519969452943
관덕모텔,"여관,모텔",제주특별자치도 제주시 관덕로 34-3,삼도2동 81-1,064-757-1661,,숙소,33.5127997975633,126.522949524933
티나모텔,"여관,모텔",제주특별자치도 제주시 서광로19길 21,삼도1동 536-11,064-753-6363,,숙소,33.5016468224999,126.520374635584
화랑모텔,"여관,모텔",제주특별자치도 제주시 무근성7길 12-6,삼도2동 1027,064-753-2257,,숙소,33.5137759176533,126.52044279812
수와정여관,"여관,모텔",제주특별자치도 제주시 중앙로25길 7,이도1동 1707-5,064-751-8858,,숙소,33.506400505881,126.526291031815
더제이호텔,"여관,모텔",제주특별자치도 서귀포시 표선면 표선중앙로90번길 12,표선면 표선리 633-6,,,숙소,33.3248265347466,126.832760143325
동남아장,"여관,모텔",제주특별자치도 제주시 신산로 93-2,일도2동 339-16,064-752-1775,,숙소,33.5055401155046,126.535866646828
모송점,"여관,모텔",제주특별자치도 제주시 조천읍 남조로 2109-8,조천읍 교래리 786-1,,,숙소,33.4542165374397,126.660942109693
창흥장,"여관,모텔",제주특별자치도 제주시 한림읍 한림로17길 12,한림읍 한림리 1314-135,064-796-2330,,숙소,33.4167520779312,126.26372671527
제주 클레로드퀸 민박,"여관,모텔",제주특별자치도 제주시 애월읍 고내로11길 14,애월읍 고내리 565-1,064-744-3704,,숙소,33.4659467054103,126.340278905987
제주 클레로드퀸 민박,"여관,모텔",제주특별자치도 제주시 애월읍 고내로11길 14,애월읍 고내리 565-1,064-744-3704,,숙소,33.4659467054103,126.340278905987
제주클레르드륀펜션,펜션,제주특별자치도 제주시 애월읍 고내로11길 14,애월읍 고내리 565-1,010-6693-3704,http://www.jejucdlpension.com/,숙소,33.4659467054103,126.340278905987
제주클레르드륀펜션,펜션,제주특별자치도 제주시 애월읍 고내로11길 14,애월읍 고내리 565-1,010-6693-3704,http://www.jejucdlpension.com/,숙소,33.4659467054103,126.340278905987
강남여인숙,"여관,모텔",제주특별자치도 서귀포시 서문로38번길 6,천지동 326-3,064-762-4075,,숙소,33.250204896656,126.558257897294
폭포장모텔,"여관,모텔",제주특별자치도 서귀포시 천지연로21번길 10,서귀동 692-3,064-762-2485,,숙소,33.2410445408467,126.563707873759
산타비치,"여관,모텔",제주특별자치도 제주시 구좌읍 해맞이해안로 2030-10,구좌읍 종달리 1422-3,064-782-1249,,숙소,33.5088690919394,126.899669460109
금호여관,"여관,모텔",제주특별자치도 제주시 무근성7길 4,삼도2동 1012,064-722-4546,,숙소,33.5133028570765,126.519978179684
대중각모텔,"여관,모텔",제주특별자치도 서귀포시 천지로 7,천지동 311-21,064-732-7266,,숙소,33.248198733266,126.560793427411
산수장여관,"여관,모텔",제주특별자치도 서귀포시 태평로 333,서귀동 317-10,,,숙소,33.2470406504498,126.557149375714
칠성장여관,"여관,모텔",제주특별자치도 제주시 칠성로길 44-3,일도일동 1207,,,숙소,33.5139987097021,126.527341988285
궁전장,"여관,모텔",제주특별자치도 제주시 동광로17길 30-1,일도이동 330-7,,,숙소,33.5094764233273,126.538849283392
안성여인숙,"여관,모텔",제주특별자치도 제주시 동문로10길 6,일도일동 1066-1,064-757-0582,,숙소,33.5126847122847,126.531132893384
흥진여인숙,"여관,모텔",제주특별자치도 제주시 광양1길 12,이도1동 1289-31,,,숙소,33.5040645385263,126.527651807349
한진모텔,"여관,모텔",제주특별자치도 제주시 남성로 119,삼도1동 710-7,064-751-2480,,숙소,33.5090377200824,126.518147653971
오아시스모텔,"여관,모텔",제주특별자치도 서귀포시 서문로 58,천지동 324-11,064-762-6300,,숙소,33.2484405126413,126.55679249847
명월장여관,"여관,모텔",제주특별자치도 제주시 삼무로1길 10,연동 260-35,064-747-6188,,숙소,33.4906344596411,126.489316361794
부림장,"여관,모텔",제주특별자치도 제주시 고마로 1,일도2동 132,064-727-8254,,숙소,33.5138947788193,126.538611870888
장수곳,"여관,모텔",제주특별자치도 제주시 한림읍 금능9길 2,한림읍 금능리 1407-1,,,숙소,33.3887614668679,126.230137964795
청심장여관,"여관,모텔",제주특별자치도 제주시 제원1길 22,연동 251-47,064-742-5131,,숙소,33.4895557643435,126.487234678724
청원모텔,"여관,모텔",제주특별자치도 제주시 삼성로11길 32,일도2동 1030-23,064-756-5607,,숙소,33.5107800847263,126.531652786824
서귀모텔,"여관,모텔",제주특별자치도 서귀포시 명동로 43-5,정방동 202-24,064-732-5253,,숙소,33.2478177488115,126.566356100631
산호모텔,"여관,모텔",제주특별자치도 제주시 서광로29길 22-12,이도1동 1790-17,064-722-2805,,숙소,33.5022171583268,126.527079737323
영자여인숙,"여관,모텔",제주특별자치도 제주시 고마로 2-4,일도2동 550-67,064-722-6450,,숙소,33.5137763654046,126.537949485147
세화살레,"여관,모텔",제주특별자치도 제주시 구좌읍 세화7길 23-4,구좌읍 세화리 1382-17,,,숙소,33.5239129637511,126.860485409472
동양여인숙,"여관,모텔",제주특별자치도 제주시 동문로6길 4,일도1동 1136-2,,,숙소,33.5126554485472,126.528790467937
휴호스텔,"여관,모텔",제주특별자치도 서귀포시 구산봉로21번길 60,하원동 1377-1,,,숙소,33.2538617147753,126.453754777417
명승여인숙,"여관,모텔",제주특별자치도 제주시 중앙로3길 3,건입동 1409-2,064-757-0635,,숙소,33.5160531057345,126.525322779088
모물민박(momul민박),"여관,모텔",제주특별자치도 제주시 애월읍 곽지9길 4,애월읍 곽지리 1545-1,,,숙소,33.4524190789566,126.308212594597
보라보라,"여관,모텔",제주특별자치도 제주시 구좌읍 별방길 109,구좌읍 하도리 1870,,,숙소,33.5274857092917,126.878702953506
일조모텔,"여관,모텔",제주특별자치도 제주시 광양2길 4-1,이도일동 1774-16,,,숙소,33.5009844687782,126.528253647144
중앙여인숙,"여관,모텔",제주특별자치도 서귀포시 태평로431번길 12,정방동 411-11,064-762-8914,,숙소,33.2466339822129,126.566067290523
태양모텔,"여관,모텔",제주특별자치도 제주시 중앙로3길 2,일도1동 1277-17,064-753-1752,,숙소,33.5158565085411,126.525074355575
일미모텔,"여관,모텔",제주특별자치도 서귀포시 서귀동 699-1,,064-732-4881,,숙소,33.2414169369493,126.562738523887
무진장모텔,"여관,모텔",제주특별자치도 제주시 관덕로3길 13,삼도이동 1053-9,,,숙소,33.5142142988604,126.521265921754
배비장모텔,"여관,모텔",제주특별자치도 제주시 광양6길 4,이도1동 1787-4,,,숙소,33.501278597239,126.52800087434
덕창여관,"여관,모텔",제주특별자치도 제주시 남성로26길 9,삼도이동 214-11,064-724-6323,,숙소,33.5087151655751,126.523166526704
다정여인숙,"여관,모텔",제주특별자치도 서귀포시 이중섭로 23-5,서귀동 531,,,숙소,33.2460390424777,126.564429782364
신화,"여관,모텔",제주특별자치도 제주시 무근성7길 12-1,삼도이동 1068-1,,,숙소,33.5139238472434,126.520274290915
프린스모텔,"여관,모텔",제주특별자치도 제주시 은남4길 46,연동 273-58,,,숙소,33.4865733665372,126.490837427306
성도여인숙,"여관,모텔",제주특별자치도 서귀포시 솔동산로21번길 16-1,서귀동 731-1,,,숙소,33.2424962695111,126.565436861691
제주에 오길 잘했다,"여관,모텔",제주특별자치도 제주시 애월읍 어음3길 56-8,애월읍 납읍리 1284,,,숙소,33.422560863702,126.332973040216
도두다민박,"여관,모텔",제주특별자치도 제주시 도두봉6길 9-4,도두일동 1700-12,,,숙소,33.5079503709145,126.472396929034
하니여관,"여관,모텔",제주특별자치도 제주시 동광로19길 55-10,일도2동 133-3,,,숙소,33.5135676217304,126.539637832938
한성여인숙,"여관,모텔",제주특별자치도 제주시 서광로24길 2,삼도1동 580-1,,,숙소,33.4994419384307,126.523096847545
달콤한다락방,"여관,모텔",제주특별자치도 제주시 애월읍 유수암평화길 136,애월읍 유수암리 892-2,,,숙소,33.4299836943157,126.407051384046
달콤한다락방,"여관,모텔",제주특별자치도 제주시 애월읍 유수암평화길 136,애월읍 유수암리 892-2,,,숙소,33.4299836943157,126.407051384046
엘쯔타운펜션,펜션,제주특별자치도 제주시 애월읍 유수암평화길 136,애월읍 유수암리 892-2,064-747-9300,http://eltztown.com/,숙소,33.4299836943157,126.407051384046
엘쯔타운펜션,펜션,제주특별자치도 제주시 애월읍 유수암평화길 136,애월읍 유수암리 892-2,064-747-9300,http://eltztown.com/,숙소,33.4299836943157,126.407051384046
오름모텔,"여관,모텔",제주특별자치도 제주시 홍랑길 4-4,삼도일동 558-2,064-757-4690,,숙소,33.5002495879387,126.52370711758
영원여인숙,"여관,모텔",제주특별자치도 서귀포시 태평로431번길 16,서귀동 411-12,,,숙소,33.2469681821792,126.566057376607
광명여인숙,"여관,모텔",제주특별자치도 제주시 중앙로 186-2,이도일동 1789-6,,,숙소,33.502305762724,126.527593884369
우신장여관,"여관,모텔",제주특별자치도 제주시 관덕로4길 1-5 208호,삼도2동 959-1,,,숙소,33.512855383829,126.521489313654
영일여관,"여관,모텔",제주특별자치도 제주시 한림읍 한림로17길 2,한림읍 대림리 2020-11,,,숙소,33.4169250443435,126.264600175223
은성여인숙,"여관,모텔",제주특별자치도 제주시 서광로25길 6-1,삼도1동 559-14,064-756-1869,,숙소,33.5006388458419,126.524304405938
서로모텔,"여관,모텔",제주특별자치도 제주시 서사로17길 3,삼도1동 537-19,,,숙소,33.5021079864469,126.520421165738
the luck 민박,"여관,모텔",제주특별자치도 제주시 애월읍 상가북2길 14-3,애월읍 상가리 1742,,,숙소,33.4504332043319,126.341468798375
일출여인숙,"여관,모텔",제주특별자치도 제주시 한림읍 한림로 648,한림읍 한림리 1395-9,,,숙소,33.4135973431737,126.262604955319
G-STAY,"여관,모텔",제주특별자치도 제주시 한림읍 협재남6길 138,한림읍 협재리 453-11,,,숙소,33.3819865240945,126.262361430445
삼장여관,"여관,모텔",제주특별자치도 제주시 고마로 2-1,일도2동 550-3,,,숙소,33.513662244035,126.538099915583
동일여인숙,"여관,모텔",제주특별자치도 서귀포시 중정로 96-1,서귀동 204-16,,,숙소,33.2484086022762,126.566696668791
남일모텔,"여관,모텔",제주특별자치도 서귀포시 솔동산로 26-16,서귀동 644-9,,,숙소,33.2428399960618,126.56271695353
정오여인숙,"여관,모텔",제주특별자치도 서귀포시 동문동로 17,서귀동 258-3,,,숙소,33.2502987991179,126.566081371257
정성장,"여관,모텔",제주특별자치도 제주시 도남로 6-1,삼도1동 584-8,,,숙소,33.4993052616431,126.524717082932
플레플레 게스트하우스,"여관,모텔",제주특별자치도 제주시 구좌읍 해맞이해안로 1766-12,구좌읍 하도리 463-1,,,숙소,33.5264170394819,126.88959111014
드헤브,"여관,모텔",제주특별자치도 제주시 구좌읍 문주란로1길 74-24,구좌읍 하도리 1774-10,,,숙소,33.5254844278456,126.885036201986
드헤브,"여관,모텔",제주특별자치도 제주시 구좌읍 문주란로1길 74-24,구좌읍 하도리 1774-10,,,숙소,33.5254844278456,126.885036201986
제주드헤브,펜션,제주특별자치도 제주시 구좌읍 문주란로1길 74-24,구좌읍 하도리 1774-10,064-783-1200,https://pridge.kr/v2/camping/campinginfo/111703,숙소,33.5254844278456,126.885036201986
제주드헤브,펜션,제주특별자치도 제주시 구좌읍 문주란로1길 74-24,구좌읍 하도리 1774-10,064-783-1200,https://pridge.kr/v2/camping/campinginfo/111703,숙소,33.5254844278456,126.885036201986
3번지여인숙,"여관,모텔",제주특별자치도 서귀포시 중앙로59번길 11,천지동 309-3,,,숙소,33.2496142779195,126.560278890295
티엔띠위엔부동산개발 주식회사,"여관,모텔",제주특별자치도 제주시 은남1길 27,연동 282-19,,,숙소,33.4891041811771,126.492805279746
녹수장여관,"여관,모텔",제주특별자치도 제주시 중앙로3길 36,일도1동 1247,,,숙소,33.5151481375549,126.528332965211
동도여관,"여관,모텔",제주특별자치도 제주시 고마로1길 1-2,일도2동 132-4,064-752-9557,,숙소,33.5136904956683,126.538931330937
더파란 민박,"여관,모텔",제주특별자치도 제주시 애월읍 구엄남길 36,애월읍 구엄리 1042-1,,,숙소,33.471402289804,126.376186102051
송담뜰,"여관,모텔",제주특별자치도 제주시 구좌읍 송당6길 43-5,구좌읍 송당리 1912-2,,,숙소,33.4671303921288,126.78490235125
유성여인숙,"여관,모텔",제주특별자치도 서귀포시 천지연로 11,서귀동 767-5,,,숙소,33.2416345107096,126.564849593889
서울여관,"여관,모텔",제주특별자치도 제주시 전농로7길 44-1,삼도1동 797-18,,,숙소,33.5083954783614,126.518114513257
남국여인숙,"여관,모텔",제주특별자치도 제주시 광양2길 13,이도1동 1788-7,,,숙소,33.5016643678786,126.527380520123
로즈여관,"여관,모텔",제주특별자치도 제주시 동문로 134,일도이동 138,,,숙소,33.5134442010097,126.540854402917
개성,"여관,모텔",제주특별자치도 제주시 동광로21길 2,일도2동 323-21,,,숙소,33.5097685256249,126.542590901751
경성장여관,"여관,모텔",제주특별자치도 제주시 서사로 168,오라일동 2449-6,,,숙소,33.4973252842917,126.519529825871
로그인 하도,"여관,모텔",제주특별자치도 제주시 구좌읍 하도7길 115-4,구좌읍 하도리 307,,,숙소,33.5183551657653,126.89526381861
대호장여관,"여관,모텔",제주특별자치도 서귀포시 중정로5번길 1,서귀동 323-18,,,숙소,33.2476914265573,126.55696635783
국보여인숙,"여관,모텔",제주특별자치도 제주시 고마로1길 1-1,일도이동 132-5,,,숙소,33.513757522283,126.538820544799
대정모텔,숙박,제주특별자치도 서귀포시 대정읍 상모인성로 276,대정읍 인성리 371-2,064-792-3431,,숙소,33.2471690789795,126.277431571346
