이름,유형,도로명주소,지번주소,전화번호,영업시간,별점,리뷰,메뉴이름,메뉴가격,위도,경도,테마
제주산방산나들목,한식,제주 서귀포시 안덕면 사계남로 189,사계리 2032,0507-1345-2363,매일 09:00 ~ 21:00,4.73,0.0,"['은갈치조림과 솥밥', '통갈치구이+갈치조림', '통갈치구이 모듬', '갈치조림', '은갈치돌솥정식', '흑돼지구이 200g', '해물통갈치조림 특', '해물통갈치조림 대', '해물통갈치조림 중', '전복돌솥밥', '전복뚝배기']","['15,000원', '70,000원', '80,000원', '35,000원', '12,000원', '23,000원', '165,000원', '150,000원', '130,000원', '15,000원', '15,000원']",33.2303316865648,126.308065336342,맛집
명호마농갈비 중문점,소고기구이,제주 서귀포시 중문관광로 289 명호마농갈비,대포동 1696,0507-1415-8985,매일 12:00 ~ 10:00,4.41,0.0,"['마농갈비', '생안창살', '생갈비', '마농육회']","['25,000원', '38,000원', '25,000원', '25,000원']",33.2462266782294,126.428966168694,맛집
애월 삼육공본점 숙성흑돼지,"육류,고기요리",제주 제주시 애월읍 중엄3길 50 1층,신엄리 920,0507-1322-6580,매일 11:00 ~ 23:00,0.0,1710.0,"['짚불 훈연 흑돼지 근고기', '점심 짚불 훈연 근고기세트', '애월 3가지 목살 ☆ ☆ ☆ ☆ ☆', '애월 흑돼지세트☆ ☆ ☆ ☆ ☆', '애월 흑돼지 1인세트☆ ☆ ☆ ☆ ☆', '애월 스페셜 흑돼지세트', '애월 점심 특정식', '애월 제육쌈밥 정식', '제주 딱새우회', '삼육공 흑오겹(180g)', '삼육공 흑목살(180g)', '삼육공 흑쫄깃살(180g)', '제주산 꽃목살(180g)', '제주산 특상 오겹살(180g)', '제주산 특상 목살(180g)']","['30,000원', '45,000원', '57,000원', '49,000원', '36,000원', '89,000원', '15,000원', '26,000원', '35,000원', '22,000원', '22,000원', '22,000원', '22,000원', '19,000원', '19,000원']",33.477984258827,126.371639440077,맛집
용두네해장국,해장국,제주 제주시 서해안로 456-4,용담삼동 2384,0507-1482-0932,매일 07:00 ~ 17:00,0.0,402.0,"['우무 접짝뼈국', '우무 고사리해장국', '돔베고기 초무침(족은거)', '돔베고기 초무침 (큰거)', '얼큰 우무 접짝뼈국', '얼큰 우무 고사리해장국']","['12,000원', '11,000원', '22,000원', '36,000원', '12,000원', '11,000원']",33.518214972194,126.488634787753,맛집
제주 애월회관 흑돼지 애월곽지해안도로점,돼지고기구이,제주 제주시 애월읍 애월로 38 1층,애월리 2162-1,0507-1378-0038,매일 12:00 ~ 22:00,0.0,0.0,"['스페셜 A세트(2-3인)', '스페셜 B세트(3-4인)', '딱새우회전복회반반', '점심특선(1인)', '흑목살(200g)', '흑오겹살(200g)', '딱새우회', '전복회', '김치찌개', '딱새우된장찌개', '딱새우전복알밥', '동치미열무국수']","['79,000원', '109,000원', '35,000원', '22,000원', '22,000원', '22,000원', '30,000원', '25,000원', '7,000원', '7,000원', '10,000원', '7,000원']",33.4618571723331,126.312692529766,맛집
해월정,"해물,생선요리",제주 제주시 구좌읍 해맞이해안로 2340,종달리 608,064-782-5664,매일 08:00 ~ 19:00,4.22,0.0,"['해월정세트[2인특선메뉴]', '커플세트[2인특선메뉴]', '보말칼국수', '보말죽', '성게보말죽', '[특]전복잔치물회', '톳부추천', '톳초부침', '멍게 한접시', '전복 한접시', '문어숙회', '해산물한접시', '모듬물회', '공기밥/소면사리', '고명추가']","['61,000원', '49,000원', '13,000원', '18,000원', '24,000원', '26,000원', '23,000원', '23,000원', '35,000원', '35,000원', '35,000원', '35,000원', '23,000원', '1,000원', '8,000원']",33.4922552414052,126.909632790972,맛집
야해,일식당,제주 제주시 노형11길 6 1층 야해,노형동 3780-3,0507-1462-7886,매일 18:00 ~ 01:00,4.84,,,,33.4844999626249,126.478176086408,맛집
몬스터살롱 애월,햄버거,제주 제주시 애월읍 일주서로 6017 몬스터살롱,곽지리 1669-1,0507-1414-5310,매일 10:00 ~ 19:00,4.48,0.0,[],[],33.4482608776075,126.30722786802,맛집
태하횟집 제주공항점,생선회,제주 제주시 동한두기길 31-2,용담일동 409,0507-1424-5530,"월,수,목,금,토,일 11:30 ~ 23:00",4.41,0.0,"['점심특선 갈치조림A코스 2인', '점심특선 갈치조림A코스 3인', '2인 모듬회 코스', '2인 특모듬회 코스', '점심특선 갈치조림B세트 2인', '점심특선 갈치조림B코스 3인', '점심특선 갈치조림B코스 4인', '점심특선 갈치조림A코스 4인', '3인 모듬회 코스', '4인 모듬회 코스', '3인 특모듬회 코스', '4인 특모듬회 코스', '다금바리코스', '갯돔(돌돔)', '벵에돔']","['79,000원', '109,000원', '100,000원', '150,000원', '59,000원', '89,000원', '119,000원', '139,000원', '150,000원', '200,000원', '230,000원', '300,000원', '250,000원', '230,000원', '150,000원']",33.5166343187438,126.515208314785,맛집
돈사돈 본점,돼지고기구이,제주 제주시 우평로 19,노형동 3086-3,064-746-8989,매일 12:00 ~ 22:00,0.0,0.0,"['제주산 흑돼지400g추가', '제주산 흑돼지2인600g', '제주산 흑돼지3인800g', '김치찌개1인+공기밥', '공기밥']","['44,000원', '66,000원', '88,000원', '9,000원', '1,000원']",33.4788680102903,126.464026131012,맛집
중문 보말칼국수,한식,제주 서귀포시 천제연로 190,중문동 2056-4,0507-1378-1803,매일 08:00 ~ 20:00,4.54,3572.0,"['보말 칼국수(매생이)', '보말죽', '보말 전복 칼국수', '보말 전복죽', '몸국', '흑돼지수육']","['11,000원', '13,000원', '15,000원', '17,000원', '10,000원', '17,000원']",33.2515856893558,126.424864953386,맛집
중문회포장센터 새벽야시장,생선회,제주 서귀포시 중문관광로 293,대포동 770,0507-1333-3416,매일 14:00 ~ 23:00,4.43,6375.0,"['고등어회+딱새우회+갈치회+모듬회', '고등어회+딱새우회+고등어구이+모듬회', '고등어회+딱새우회+모듬회', '고등어회+딱새우회+갈치회', '고등어회+딱새우회']","['98,000원', '93,000원', '78,000원', '70,000원', '45,000원']",33.2466275728695,126.429267979755,맛집
영실국수 서귀포중문본점,국수,제주 서귀포시 일주서로 470 영실국수,하원동 1335-1,0507-1467-8370,매일 09:00 ~ 19:00,4.16,0.0,"['고기국수', '영실해물특짬뽕', '돌문어볶음면', '회국수', '돔베고기', '전복구이', '고기만두', '영실커플세트', '영실상차림', '영실스페셜상차림']","['9,000원', '15,000원', '15,000원', '15,000원', '26,000원', '30,000원', '5,000원', '36,000원', '56,000원', '69,000원']",33.2544232801113,126.458359283261,맛집
직화로 협재흑돼지,돼지고기구이,제주 제주시 한림읍 한림로3길 10-12 직화로 협재흑돼지,한림리 1590-1,0507-1376-2259,매일 12:00 ~ 23:00,4.76,,,,33.4139579162879,126.260958237572,맛집
은희네해장국 노형점,한식,제주 제주시 원노형로 40,노형동 939-6,064-711-5820,매일 00:00 ~ 24:00,4.33,2920.0,"['소고기해장국', '내장탕', '순두부']","['10,000원', '12,000원', '9,000원']",33.4852313479719,126.484599838448,맛집
흑돼지해물삼합,"육류,고기요리",제주 서귀포시 태평로482번길 50,서귀동 111-6,0507-1469-3833,매일 12:00 ~ 23:00,4.92,11979.0,"['흑돼지해물삼합2인', '흑돼지항정살', '흑돼지가브리살', '흑돼지삼겹살']","['68,000원', '18,000원', '18,000원', '18,000원']",33.2456587556815,126.570319895226,맛집
제주오누이 구좌읍 세화 본점,전복요리,제주 제주시 구좌읍 해맞이해안로 972,한동리 1388-1,064-782-6801,"월,화,수,금,토,일 10:00 ~ 20:00",4.41,0.0,"['전복돌솥밥', '전복버터구이', '전복장', '모듬물회(광어+전복)', '전복죽', '광어미역국', '회국수', '회덮밥', '전복물회', '광어물회', '우도땅콩콩국수', '고등어구이']","['15,000원', '30,000원', '30,000원', '20,000원', '12,000원', '13,000원', '12,000원', '12,000원', '15,000원', '14,000원', '15,000원', '10,000원']",33.5428678602753,126.827855448945,맛집
제주만선갈치,"해물,생선요리",제주 제주시 애월읍 곽지9길 39 2층,곽지리 1622-44,0507-1386-8897,매일 11:00 ~ 21:00,4.85,0.0,"['통갈치구이한상', '갈치조림한상', '객주리조림한상', '고등어쌈밥한상']","['80,000~120,000', '80,000~120,000', '80,000~120,000', '55,000~95,000']",33.4499433594612,126.30600840824,맛집
김재훈고사리육개장,향토음식,제주 제주시 구남로2길 19,,0507-1301-2601,"월,화,수,목,금,일 08:00 ~ 15:00",4.73,0.0,"['고사리육개장(제주전통식)', '몸국', '고등어구이', '찹쌀순대(소)', '돼지국밥', '순대국밥', '내장국밥', '훈이네모둠국밥']","['10,000원', '10,000원', '13,000원', '8,000원', '9,000원', '9,000원', '9,000원', '10,000원']",33.4879607907692,126.533928843583,맛집
삼미횟집 제주공항점,생선회,제주 제주시 도두항서5길 1,도두일동 2617-1,0507-1469-6403,매일 11:00 ~ 22:30,4.54,0.0,"['⛲삼미 스페셜⛲ (3~4인)', '⛲삼미 돔모듬 - 대⛲ (3~4인)', '⛲삼미 회포장⛲(2~3인)', '⛲삼미 점심특선 3~4인⛲', '⛲삼미 돔모듬 - 소⛲ (3~4인)', '⛲삼미 특 모듬⛲ (3~4인)', '⛲특방어 스페셜⛲', '⛲삼미 2인 모듬⛲', '⛲삼미 2인 스페셜⛲', '⛲삼미 2인 돔모듬⛲', '⛲삼미 방어/히라스⛲ (3~4인)', '⛲삼미 2인모듬 회⛲', '⛲대방어 스페셜⛲ (3~4인)', '⛲삼미 다금바리⛲', '⛲삼미 갓돔⛲']","['180,000원', '240,000원', '60,000원', '90,000원', '210,000원', '140,000원', '200,000원', '110,000원', '140,000원', '170,000원', '140,000원', '110,000원', '180,000원', '280,000원', '260,000원']",33.5046055781204,126.463726663908,맛집
대담 애월본점,돼지고기구이,제주 제주시 애월읍 일주서로 7035 대담,하귀2리 1775-1,0507-1377-6690,매일 15:00 ~ 01:00,0.0,1442.0,"['제주 흑돼지 근고기 + 통버섯', '제주 흑돼지 해산물 SET + 통버섯', '제주 백돼지 근고기 해산물 SET', '제주 백돼지 근고기 600g', '제주 돼지 김치찌개', '김치말이국수', '추억의 도시락', '계란찜', '제주 흑돼지 목살 350g', '제주 흑돼지 삼겹살 250g', '제주 백돼지 삼겹살 200g']","['66,000원', '90,000원', '78,000원', '54,000원', '8,000원', '8,000원', '6,000원', '5,000원', '38,000원', '28,000원', '18,000원']",33.4824661990166,126.401321085862,맛집
당당,브런치,제주 제주시 애월읍 중엄안1길 25 당당,신엄리 1212-1,070-4159-0327,"월,목,금,토,일 10:30 ~ 17:00",0.0,,,,33.474443399546,126.37088137037,맛집
족발귀신 제주점,"족발,보쌈",제주 제주시 수덕7길 14 107호 족발귀신 제주점,노형동 1060-1,0507-1439-7762,월~금 16:00 ~ 22:00,5.0,,,,33.4868095112535,126.475620330802,맛집
먹고정 서귀포올레시장본점,돼지고기구이,제주 서귀포시 명동로 5-1 먹고정,서귀동 427-8,0507-1349-3658,매일 12:00 ~ 00:00,4.71,0.0,"['흑돼지근고기', '근고기추가', '가브리살', '열무국수', '소면', '냉면', '김치찌개', '항정살', '갈매기살']","['60,000원', '36,000원', '21,000원', '5,000원', '5,000원', '6,000원', '7,000원', '21,000원', '19,000원']",33.2472396973401,126.562438587244,맛집
모해통갈치화덕구이,"해물,생선요리",제주 서귀포시 성산읍 일출로 267 모해통갈치화덕구이,성산리 150,064-784-2024,매일 08:00 ~ 23:00,0.0,0.0,"['통갈치화덕구이세트', '문어통갈치조림', '흑돼지화덕구이', '모해 통갈치 스페셜 set', '통갈치구이', '갈치조림']","['88,000원', '120,000원', '50,000원', '199,000원', '78,000원', '50,000원']",33.4617769313433,126.933728091196,맛집
부온,"우동,소바",제주 제주시 구남동2길 26,이도이동 2000-7,064-723-8904,매일 11:00 ~ 21:00,4.67,2140.0,"['아나고텐동', '냉소바', '레몬 냉소바', '연어소바', '오뎅 소바', '유부 소바', '대파항정살소바', '연어 덮밥', '연어 사시미 2인 (150g', '연어 사시미3~4인 (300g)', '부온 마끼', '백명란마요유부초밥']","['15,900원', '9,000원', '11,900원', '14,900원', '12,900원', '11,900원', '13,900원', '12,900원', '19,900원', '38,900원', '3,500원', '4,500원']",33.4894340878252,126.535273724226,맛집
산지해장국,해장국,제주 제주시 임항로 34,건입동 1319-121,064-723-4978,"월,화,목,금,토,일 06:00 ~ 15:00",4.47,0.0,"['소고기 해장국', '소내장탕', '소주', '맥주', '막걸리']","['10,000원', '11,000원', '4,000원', '4,000원', '3,000원']",33.5163625398864,126.528512045922,맛집
로뎀가든,한식,제주 제주시 우도면 우도해안길 264,연평리 2515,064-782-5501,매일 09:00 ~ 22:00,4.74,0.0,"['흑돼지주물럭', '한라산볶음밥']","['18,000원', '5,000원']",33.5036210288227,126.942751124356,맛집
갈치바다 애월점,"해물,생선요리",제주 제주시 애월읍 애월로 15-1 1층 갈치바다 애월점,애월리 2464-2,0507-1490-0734,매일 10:00 ~ 22:00,0.0,0.0,"['(2인)통갈치구이,조림 한상세트', '(3인)통갈치구이,조림 한상세트', '(4인)통갈치구이,조림 한상세트', '특(4인 한상+갈치구이or조림추가)', '전복뚝배기', '전복구이6마리']","['79,000원', '104,000원', '129,000원', '164,000원', '15,000원', '18,000원']",33.4604152091239,126.310992665125,맛집
일통이반,"해물,생선요리",제주 제주시 중앙로2길 25,삼도이동 9-1,0507-1362-1032,매일 12:00 ~ 24:00,0.0,3251.0,"['모듬해산물', '성게알(생)', '성게알(냉동)', '문어숙회', '소라회', '돌멍게', '자연산꽃멍게', '왕보말죽', '전복회', '전복구이', '오분작구이', '호랑소라', '자연산굴', '고등어구이', '홍해삼']","['50,000원', '45,000원', '35,000원', '25,000원', '25,000원', '30,000원', '30,000원', '13,000원', '30,000원', '30,000원', '30,000원', '30,000원', '30,000원', '20,000원', '30,000원']",33.5170715229989,126.522082103902,맛집
대우정,한식,제주 제주시 서사로 152 대우정,삼도일동 569-27,0507-1304-9662,월~토 09:00 ~ 19:30,0.0,1859.0,"['순살갈치돌솥밥', '소라성게돌솥밥', '전복 돌솥밥', '옥돔구이', '제육볶음(소)', '영양 돌솥밥', '전복뚝배기', '불고기돌솥밥', '콩나물돌솥밥', '성게미역국', '제육볶음(대)', '소주.맥주.막걸리', '음료', '공기밥']","['15,000원', '15,000원', '14,000원', '30,000원', '10,000원', '13,000원', '14,000원', '11,000원', '10,000원', '13,000원', '20,000원', '4,000원', '2,000원', '1,000원']",33.4989134428429,126.519577334316,맛집
피즈 노형점,햄버거,제주 제주시 노형10길 6 1층 피즈 노형동,노형동 3789-3,0507-1473-3253,매일 11:00 ~ 21:00,0.0,0.0,"['아메리칸버거🌶️', '피즈버거', '바닐라쉐이크+오리지널감자튀김', '땅콩쉐이크+오리지널감자튀김', '치즈갈릭감자튀김', '더블버거', '치즈버거', '불고기버거', '핫치킨버거🌶️', '오지치즈감자튀김', '오리지널감자튀김', '핫윙(6pcs)', '해쉬브라운(2pcs)', '내쉬빌치킨🌶️', '바닐라쉐이크']","['9,700원', '9,700원', '10,000원', '10,000원', '5,800원', '10,900원', '9,400원', '8,200원', '9,700원', '6,300원', '4,500원', '5,600원', '3,500원', '6,800원', '6,000원']",33.4892914421393,126.476843435121,맛집
제주김만복 서귀포점,분식,제주 서귀포시 월드컵로 117 제주김만복 서귀포점,강정동 428-4,064-796-8582,매일 09:30 ~ 19:00,4.33,0.0,"['만복이네김밥', '통전복주먹밥', '새우주먹밥', '숯불갈비주먹밥', '전복컵밥', '뚝배기전복밥', '뚝배기전복죽', '성게미역국(밥포함)', '해물라면', '오징어무침', '흑돼지커틀렛', '댕귤에이드', '댕귤잼', '스프라이트', '코카콜라']","['8,500원', '5,500원', '5,500원', '6,000원', '9,500원', '11,500원', '11,500원', '9,500원', '9,500원', '6,500원', '5,900원', '6,000원', '16,500원', '2,000원', '2,000원']",33.2394182894436,126.505833993123,맛집
트라몬토 제주모슬포본점,"스파게티,파스타전문",제주 서귀포시 대정읍 하모항구로 38 트라몬토 제주모슬포본점,하모리 770-59,0507-1492-2900,"월,화,목,금,토,일 11:00 ~ 22:00",4.86,0.0,"['해물오일파스타(seafoodoilpasta)', '꽃게크림파스타(crabcreampasta)', '청보리전복파스타', '한치파스타', '매운해물국물파스타', '돈마호크오일파스타', '고등어덮밥', '등심돈까스셀러드', '치킨텐더셀러드', '카프레제셀러트', '생연어셀러드', '화덕고르곤졸라피자', '화덕마르게리타피자', '딱새우피자']","['20,000원', '18,000원', '22,000원', '22,000원', '22,000원', '27,000원', '16,000원', '20,000원', '20,000원', '22,000원', '22,000원', '20,000원', '22,000원', '24,000원']",33.217456417345,126.249789160298,맛집
회심,"우동,소바",제주 제주시 아봉로 200 1층,영평동 2458-19,064-757-0729,"월,화,목,금,토,일 11:00 ~ 17:00",4.68,,,,33.4784153000996,126.564459032875,맛집
중문수원음식점,향토음식,제주 서귀포시 천제연로 83,색달동 2502-1,064-738-3875,매일 09:00 ~ 21:00 · 휴게시간 매일 16:00 ~ 17:00,4.54,6533.0,"['뼈 없는갈치조림 한상(2인)', '통갈치조림+통구이 세트 A.', '통문어통갈치조림 2인분.', '통갈치구이2인분', '통갈치조림+통구이 세트(스페셜B)', '생갈치국2인', '고등어구이(한마리)', '제주산 옥돔구이(한마리)국산', '전복죽', '성게미역국', '전복뚝배기', '전복돌솥밥', '통갈치구이 3인분', '통갈치구이 4인분', 'A세트(3인분)']","['50,000원', '70,000원', '90,000원', '70,000원', '115,000원', '34,000원', '15,000원', '55,000원', '16,000원', '16,000원', '16,000원', '16,000원', '105,000원', '135,000원', '110,000원']",33.2553176924688,126.4146641918,맛집
온더스톤 브런치 카페 제주 성산점,브런치,"제주 서귀포시 성산읍 해맞이해안로 2746 H동 1, 2층",오조리 374,0507-1473-0306,매일 07:00 ~ 21:30,4.39,2261.0,[],[],33.4702545409862,126.917847071706,맛집
우도아름다운소풍,중식당,제주 제주시 우도면 우도해안길 446,연평리 988-1,010-5607-4448,매일 08:00 ~ 20:00,4.19,4831.0,"['한라산볶음밥', '보말짬뽕', '해물톳짜장', '2인스페셜셋트', '3인스페셜셋트', '4인스페셜셋트']","['13,000원', '12,000원', '9,000원', '32,000원', '45,000원', '55,000원']",33.5148835469277,126.949513620952,맛집
김희선제주몸국,한식,제주 제주시 어영길 45-6,용담삼동 1129-2,064-745-0047,월~금 07:00 ~ 16:00 · 토 07:00 ~ 15:00,4.47,5042.0,"['몸국', '고사리육개장', '성게미역국', '고등어구이']","['9,000원', '9,000원', '12,000원', '12,000원']",33.5185567991117,126.49807778062,맛집
꺼멍도새기,한식,제주 제주시 동문로4길 9 동문공설시장 꺼멍도새기,일도1동 1103,0507-1387-7057,매일 09:00 ~ 21:30,4.24,2113.0,"['은갈치조림(2인이상)', '흑돼지주물럭(2인이상)', '성게보말미역국', '김치고등어쌈밥(2인이상)', '성게비빔밥', '전복뚝배기', '흑돼지김치찌개', '흑돼지오겹살', '흑돼지두루치기', '통갈치구이', '고등어구이', '제주옥돔구이', '토막갈치구이', '소머리국밥']","['22,000원', '15,000원', '15,000원', '20,000원', '15,000원', '15,000원', '9,000원', '20,000원', '15,000원', '70,000~100,000', '15,000원', '35,000원', '50,000원', '10,000원']",33.5120874337174,126.528242265925,맛집
제주분식,종합분식,제주 제주시 귀아랑길 23 1층 제주분식,연동 311-2,0507-1409-2120,월~토 10:00 ~ 16:00,4.32,1291.0,"['빨간돔베라면', '해물라면', '돔베김밥', '전복김밥', '돔베고기한접시', '고기비빔면(냉)', '고기밀면(냉)', '돔베라면', '돔베고기반접시', '해물칼국수', '수제만두칼국수', '카스']","['9,000원', '13,000원', '7,500원', '7,500원', '20,000원', '10,000원', '9,000원', '9,000원', '10,000원', '13,000원', '12,000원', '4,000원']",33.4915184085288,126.497572174868,맛집
안녕제주,한식,제주 제주시 조천읍 함덕18길 19 1층,함덕리 951-1,0507-1389-2467,"월,화,목,금,토,일 11:00 ~ 20:20 · 휴게시간 16:00 ~ 18:00",0.0,,,,33.5394852368603,126.670225953279,맛집
근본 흑돼지 애월점,돼지고기구이,제주 제주시 애월읍 곽지9길 5-1,곽지리 1541-1,0507-1396-2997,매일 11:00 ~ 23:00,0.0,,,,33.4520312024059,126.308549414883,맛집
말렛,와인,제주 제주시 노형11길 6 1층 말렛,노형동 3780-3,0507-1408-7890,영업시간 매일 18:00 ~ 02:00,4.43,,,,33.4844999626249,126.478176086408,맛집
식당 마요네즈,양식,제주 제주시 다랑곶3길 18,노형동 1068-5,010-7444-9142,월~토 11:30 ~ 22:00· 휴게시간 매일 15:00 ~ 17:00,4.57,2215.0,['마요네즈 필라프'],"['12,500원']",33.488911070371,126.478664179733,맛집
제주 운정이네 갈치조림 중문본점,한식,제주 서귀포시 중산간서로 726 운정이네 중문본점,중문동 1239-5,0507-1350-3883,매일 10:00 ~ 22:00 · 휴게시간 매일 16:00 ~ 17:00,0.0,5605.0,"['운정이네 순살 갈치조림 정식 (1인)', '전복돌솥밥(1인)', '전복돌솥밥정식B(2인)', '운정이네 한상세트 (2인)', '운정이네칼칼갈치조림D', '운정이네촉촉돔베갈치구이D', '전복돌솥밥정식A(2인)', '운정이네 갈치한상차림 (4인)', '운정이네 스페셜 한상차림 (2인)', '전복뚝배기(1인)', '전복성게미역국(1인)', '커피&아이스크림']","['15,000원', '15,000원', '50,000원', '100,000원', '120,000원', '120,000원', '50,000원', '200,000원', '200,000원', '20,000원', '20,000원', '무료']",33.2635489222764,126.437752742365,맛집
뱃도새기 본점,돼지고기구이,제주 서귀포시 서문로 30,서귀동 326-27,0507-1429-8866,매일 12:00 ~ 22:00,0.0,,,,33.2503744131608,126.558565448315,맛집
해물통라면 문개항아리 애월해안도로점,라면,제주 제주시 애월읍 가문동길 38,하귀2리 2701-1,0507-1368-4776,매일 09:30 ~ 21:00 · 휴게시간 15:10 ~ 17:00,4.82,10549.0,"['🐙우삼겹 통해물칼국수 (2인)', '🐙우삼겹 통해물라면 (2인)', '🌈문개 전복구이', '🦑 반반튀김(문어, 한치, 고구마)', '문어 혼자라면', '한치 혼자라면', '우삼겹 120g (추가)', '🐙우삼겹 통해물라면 (3인)', '🐙우삼겹 통해물칼국수 (3인)', '🐙우삼겹 통해물라면 (4인)', '🐙우삼겹 통해물칼국수 (4인)', '한라봉 아이스크림']","['42,000원', '42,000원', '28,000원', '26,000원', '16,000원', '16,000원', '8,000원', '62,000원', '62,000원', '82,000원', '82,000원', '변동']",33.4857827282348,126.392437044842,맛집
우영담,전복요리,제주 제주시 애월읍 애월로 86 1층,애월리 2113-2,0507-1341-0138,매일 09:00 ~ 19:30,0.0,4149.0,"['전복돌솥밥', '전복뚝배기', '전복버터구이 (500g)', '옥돔구이', '실속 우영담 2인 세트', '실속 우영담 3인 세트', '실속 우영담 4인 세트', '전복죽', '전복회', '게우젓', '간장 게장']","['15,000원', '15,000원', '30,000원', '7,000원', '45,000원', '65,000원', '80,000원', '15,000원', '30,000원', '40,000원', '50,000원']",33.4643020679784,126.316619092598,맛집
전복죽일번가,"해물,생선요리",제주 제주시 애월읍 애월해안로 688 1층,구엄리 1258-3,0507-1334-9367,"월,수,목,금,토,일 10:00 ~ 20:50",4.87,0.0,"['전복죽 (25분 이상 소요 예약추천)', '제주 통한치라면', '성게알 (+감태)', '돌솥톳밥정식/전복게우젓+매생이굴미역국', '매생이굴칼국수/떡국', '해산물모듬(소)', '해산물모듬(대)', '한치해물전', '홍해삼', '돌멍게', '돌문어숙회(한 마리)', '전복구이', '뿔소라회/찜', '전복회', '산낙지']","['15,000원', '15,000원', '25,000원', '20,000원', '15,000원', '40,000원', '60,000원', '15,000원', '25,000원', '25,000원', '30,000원', '25,000원', '20,000원', '25,000원', '20,000원']",33.4819603639171,126.375424857127,맛집
베지근국수 제주동문시장본점,국수,제주 제주시 동문로 6-8 1층,일도1동 1482-1,0507-1422-4749,"월,화,목,금,토,일 09:00 ~ 21:00",4.46,,,,33.5122113539073,126.527023650217,맛집
삼무국수,국수,제주 제주시 삼무로3길 46-1 삼광빌딩,연동 271-10,064-711-5656,매일 08:00 ~ 22:40,0.0,5857.0,"['고기국수', '고기비빔국수', '회쟁반국수', '메밀만두', '돔베고기', '멸치국수', '돼지국밥', '순두부찌개']","['9,000원', '9,000원', '13,000원', '8,000원', '26,000원', '7,000원', '9,000원', '9,000원']",33.4905820742454,126.490981075297,맛집
제주공항그때그집,돼지고기구이,제주 제주시 서해안로 352-1 제주공항그때그집,도두이동 706-11,0507-1423-9983,"월,화,목,금,토,일 11:00 ~ 22:00",4.8,4271.0,"['제주 흑돼지 김치찌개 (무한리필)', '제주 흑돼지 2인 세트 (500g)', '제주 흑돼지 3인 세트 (750g)', '고기 추가 [오겹살·목살 중 택1]', '냉국수', '비빔국수', '양념게장', '계란찜', '날치알 볶음밥']","['10,000원', '60,000원', '90,000원', '27,500원', '9,000원', '9,000원', '6,000원', '5,000원', '5,000원']",33.5103869145724,126.482766699224,맛집
삼무국수 3호점,국수,제주 서귀포시 서문로 10 1층,서귀동 300-18,0507-1382-3834,매일 09:00 ~ 22:00,0.0,,,,33.2519421360474,126.5598285475,맛집
우리수산직영 우리식당,생선회,제주 제주시 동문로2길 10 동문시장 8번게이트 안쪽,일도일동 1480-3,0507-1430-4282,화~일 10:00 ~ 21:00,4.4,,,,33.5123662357335,126.52664297991,맛집
온오프,돈가스,제주 제주시 우도면 우도해안길 876 온오프,연평리 690,0507-1346-9807,매일 11:00 ~ 15:30,4.5,3022.0,"['제주흑돼지 깻잎안심돈까스', '바질 치즈 돈가스', '제주흑돼지 굴라쉬', '제주흑돼지돈까스', '제주흑돼지 치즈돈까스']","['17,700원', '17,700원', '8,000원', '15,700원', '16,700원']",33.5129140149796,126.961341852681,맛집
한라봉스시,"초밥,롤",제주 제주시 애월읍 애월북서길 54 2층,애월리 2550,0507-1372-9027,매일 10:00 ~ 21:00,0.0,6366.0,"['천국의 계단', '천국관람차', '천국의 섬', '천국의계단 스페셜 사시미 #광어+연어', '천국의 계단 스페셜 사시미 #연어편', '천국의 계단 스페셜 사시미 #광어편', '런치 초밥 A세트', '런치 초밥 B세트', '런치 특선 초밥 세트', '디너 한라봉 세트', '디너 특선 초밥 세트', '디너 명품 초밥 세트', '1인 혼밥 세트', '도로초밥', '연어초밥']","['98,000원', '115,000원', '135,000원', '105,000원', '110,000원', '95,000원', '15,000원', '19,000원', '23,000원', '18,000원', '24,000원', '28,000원', '21,000원', '55,000원', '23,000원']",33.4638850333701,126.309143643915,맛집
검은쇠몰고오는,소고기구이,제주 제주시 신대로20길 27 1층,연동 296-7,064-712-1692,매일 11:00 ~ 22:00,0.0,1524.0,"['흑우떡갈비정식(1인 기준):점심메뉴', '흑우불고기정식(1인 기준):점심메뉴', '흑우떡갈비', '흑우우족편육', '흑우수제육포', '흑우탕', '흑우미역국', '검은쇠수라상(1인 기준)', '흑우등심코스(1인 기준)', '흑우일품코스(1인 기준)', '흑우검은쇠코스(1인 기준)', '흑우특수부위', '흑우꽃등심', '흑우채끝등심', '흑우안심']","['30,000원', '20,000원', '30,000원', '30,000원', '20,000원', '15,000원', '13,000원', '130,000원', '110,000원', '90,000원', '70,000원', '120,000원', '120,000원', '120,000원', '120,000원']",33.4835805408499,126.493370068727,맛집
우심 제주점,소고기구이,제주 제주시 노형11길 18 1층 우심 제주점,노형동 3789-5,0507-1404-9979,매일 12:00 ~ 24:00,0.0,,,,33.4833741486677,126.477663372624,맛집
태연종합정육식당,정육식당,제주 제주시 서사로 187,오라일동 2454-5,0507-1476-0258,화~일 08:00 ~ 24:00,4.46,,,,33.4956791832786,126.519955368187,맛집
