이름,유형,도로명주소,지번주소,전화번호,홈페이지,테마
벨루아,펜션,제주특별자치도 서귀포시 대정읍 노을해안로 708,대정읍 신도리 3080,010-3700-3026,http://pf.kakao.com/_ajUxfb,숙소
스테이달꿈 오션뷰펜션,펜션,제주특별자치도 제주시 서해안로 468-4,용담삼동 2380,064-746-2770,http://staydal99m.com/,숙소
세도나중문풀빌라,펜션,제주특별자치도 서귀포시 색달중앙로121번길 77,색달동 1519-2,064-738-7557,http://www.sedonajm.com/,숙소
팀버하우스,펜션,제주특별자치도 제주시 애월읍 곽지7길 11,애월읍 곽지리 1624,010-9679-4241,https://www.instagram.com/timber_house,숙소
바다야펜션,펜션,제주특별자치도 제주시 조천읍 조함해안로 478,조천읍 함덕리 1252-43,064-784-0800,,숙소
제주에우리집펜션,펜션,제주특별자치도 서귀포시 안덕면 서광동로25번길 49,안덕면 서광리 333-4,010-3696-3286,http://www.xn--oy2bi4l9zdvza75cowby3bb16b.com/,숙소
성산우리집펜션,펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 9,성산읍 성산리 300,064-784-3879,http://blog.naver.com/ssourhouse,숙소
앙크레펜션,펜션,제주특별자치도 서귀포시 법환로58번길 39,법환동 1027,064-738-8890,http://www.angkre.com/,숙소
밧돌펜션하우스,펜션,제주특별자치도 제주시 구좌읍 비자림로 1771 밧돌펜션,구좌읍 송당리 1579-4,010-5247-8468,https://blog.naver.com/batdol1,숙소
까사델마마223,펜션,제주특별자치도 제주시 조천읍 신촌서5길 99-1,조천읍 신촌리 2426-1,010-4715-5281,https://blog.naver.com/casadelmama223,숙소
지미안펜션,펜션,제주특별자치도 제주시 구좌읍 종달로1길 91-22,구좌읍 종달리 513-1,010-3044-0601,https://jejujimian.com/,숙소
스테이아하,펜션,제주특별자치도 제주시 한림읍 옹포남2길 43,한림읍 옹포리 774-2,010-6445-0774,http://stayahha.com/,숙소
제주로하스펜션,펜션,제주특별자치도 서귀포시 안덕면 사계로 62,안덕면 사계리 2979-1,064-794-2288,http://www.jejulohas.com/,숙소
카스빌리지,펜션,제주특별자치도 제주시 한림읍 협재남2길 105-24,한림읍 협재리 2290,010-8687-2203,https://blog.naver.com/cassvillage,숙소
귤한가,펜션,제주특별자치도 제주시 한림읍 명월성로 234-1,한림읍 협재리 220-1,010-9930-5582,https://blog.naver.com/elecdorazang,숙소
달비치펜션,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 474,구좌읍 월정리 13,070-8818-0808,http://dalbeach.co.kr/,숙소
스테이협재10길,펜션,제주특별자치도 제주시 한림읍 협재10길 3,한림읍 협재리 1506-1,010-3143-7204,https://stay10.modoo.at/,숙소
메이플해피하우스,펜션,제주특별자치도 제주시 한림읍 명월로 108,한림읍 명월리 1619-2,064-796-4320,http://www.maplejeju.com/,숙소
절물길펜션,펜션,제주특별자치도 제주시 명림로 10-1,봉개동 603,064-723-2737,https://jeolmul.modoo.at/,숙소
관음사가는길펜션,펜션,제주특별자치도 제주시 산록북로 819 2층,아라일동 385-25,064-724-9931,https://jejuglord.modoo.at/,숙소
로비나발리플러스,펜션,제주특별자치도 제주시 한림읍 한림해안로 712,한림읍 귀덕리 3082,010-9820-3082,https://jejulovinabali.co.kr/,숙소
마레카펜션,펜션,제주특별자치도 제주시 한림읍 금능1길 26,한림읍 금능리 1682-1,010-7283-1475,http://www.mareca.kr/,숙소
애월해안누리펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 298 B동,애월읍 고내리 459,064-799-1600,http://whitenest.smart9.net/,숙소
타이스토리,펜션,제주특별자치도 서귀포시 표선면 서성일로 118-32,표선면 성읍리 458,064-787-4667,http://www.thai-story.co.kr/,숙소
유러하우스펜션,펜션,제주특별자치도 서귀포시 막숙포로 136,법환동 1523-1,064-739-2522,http://www.eurohouse.co.kr/,숙소
코지하우스,펜션,제주특별자치도 제주시 한림읍 금능9길 28,한림읍 금능리 1493,010-7655-2093,http://www.jejucozy.com/,숙소
수월,펜션,제주특별자치도 서귀포시 대정읍 추사로38번길 96,대정읍 안성리 1785-3,010-3206-3257,https://site.onda.me/96479,숙소
월정씨하루펜션,펜션,제주특별자치도 제주시 구좌읍 월정중길 19-7,구좌읍 월정리 699-4,1644-9565,http://page.yapen.co.kr/34014,숙소
제주조아통나무펜션,펜션,제주특별자치도 서귀포시 표선면 표선동서로 113,표선면 표선리 1403-4,064-787-8001,http://www.jejujoavill.com/,숙소
금단영펜션,펜션,제주특별자치도 제주시 한경면 일주서로 4466,한경면 금등리 658-8,010-8716-1579,http://blog.naver.com/gdyps1213,숙소
코이노니아펜션,펜션,제주특별자치도 제주시 한림읍 금능6길 19,한림읍 금능리 1462,010-7457-2233,https://blog.naver.com/lgh4785,숙소
라비아펜션,펜션,제주특별자치도 서귀포시 일주서로43번길 8-2,강정동 278,064-739-7001,,숙소
룸엣155,펜션,제주특별자치도 서귀포시 남원읍 태신해안로 245-8,남원읍 신흥리 155,010-3272-0921,https://pridge.kr/v2/camping/campinginfo/106440,숙소
큰엉해올레펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로510번길 31-8,남원읍 남원리 2396,064-764-7456,http://www.haeolle.com/,숙소
소울펜션,펜션,제주특별자치도 서귀포시 예래로 210-6,상예동 1149,064-738-6632,https://jejusoul.modoo.at/,숙소
씨에코비치,펜션,제주특별자치도 제주시 조천읍 신흥관전길 89-5,조천읍 신흥리 639-2,064-782-4888,http://www.jecho.co.kr/,숙소
웨스티하우스,펜션,제주특별자치도 서귀포시 안덕면 일주서로1488번길 9,안덕면 감산리 210-5,064-792-2933,http://www.westiehouse.co.kr/,숙소
제주 더하우스 펜션&게스트하우스,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2060,구좌읍 종달리 1397,064-784-6040,http://www.thehaus.in/,숙소
이루다펜션,펜션,제주특별자치도 서귀포시 대정읍 평화로 225,대정읍 안성리 80,010-9660-7423,https://blog.naver.com/iruda7423,숙소
아망뜨펜션,펜션,제주특별자치도 서귀포시 표선면 민속해안로 11,표선면 세화리 288-6,064-787-0300,https://amante.modoo.at/,숙소
가산토방,펜션,제주특별자치도 서귀포시 인정오름로86번길 3,토평동 3077,064-732-2095,,숙소
동백바다펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로360번길 46,남원읍 위미리 750,064-764-7676,http://www.camelliaocean.com/,숙소
써니펜션,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 2228,구좌읍 종달리 457-4,1644-9565,https://www.jejusunny.kr/,숙소
비자림리조트,펜션,제주특별자치도 제주시 구좌읍 충렬로 141-1,구좌읍 세화리 1728-6,064-784-2217,https://blog.naver.com/vizarim1,숙소
하르방고을펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로894번길 42,남원읍 태흥리 1113,064-764-9998,http://hareubanggoeul.com/,숙소
제주바다산책,펜션,제주특별자치도 서귀포시 남원읍 남태해안로 11-14,남원읍 남원리 1398-5,064-764-9955,http://www.seawalk.co.kr/,숙소
제주달리펜션,펜션,제주특별자치도 제주시 구좌읍 행원로1길 32-1,구좌읍 행원리 1537-19,010-5806-3683,http://blog.naver.com/jejudali,숙소
동백동산펜션,펜션,제주특별자치도 제주시 조천읍 북흘로 378,조천읍 선흘리 999,010-6690-4568,https://pridge.kr/v2/camping/campinginfo/102551,숙소
바닷가하얀집펜션,펜션,제주특별자치도 서귀포시 태평로120번길 29-2,호근동 405-1,064-739-2733,http://jejuwhitehouse.com/,숙소
누가빌리지펜션,펜션,제주특별자치도 서귀포시 산록남로 2704,토평동 3201,064-733-9977,http://www.nugavillage.co.kr/,숙소
해뜨는초록마을,펜션,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 8,성산읍 고성리 448-7,,http://www.sogvill.co.kr/,숙소
해뜨는집펜션,펜션,제주특별자치도 서귀포시 성산읍 한도로 137,성산읍 오조리 3-14,064-784-8812,https://pridge.kr/v2/camping/campinginfo/104518,숙소
스테이반하나 애견동반펜션,펜션,제주특별자치도 서귀포시 남원읍 태신해안로 129,남원읍 태흥리 46-2,010-2074-0948,http://instagram.com/stay_vanhana,숙소
아마스빌리조트,펜션,제주특별자치도 제주시 애월읍 신엄안3길 101,애월읍 고내리 13-3,064-799-7300,https://blog.naver.com/ks00675,숙소
성산아침노을펜션,펜션,제주특별자치도 서귀포시 성산읍 한도로255번길 14-1,성산읍 성산리 300-14,064-782-4544,http://sungsan.modoo.at/,숙소
해든빌레펜션,펜션,제주특별자치도 서귀포시 남원읍 자배오름로139번길 149,남원읍 위미리 2505-1,064-764-6999,http://haedenville.com/,숙소
블랙랜드레이스,펜션,제주특별자치도 서귀포시 표선면 일주동로 6343,표선면 세화리 1566-2,064-787-1199,http://blackno1.co.kr/,숙소
베프랑펜션,펜션,제주특별자치도 서귀포시 성산읍 고성중앙로 28-7,성산읍 고성리 1478-1,010-8725-3890,http://www.befrang.com/,숙소
우도그린휴양펜션,펜션,제주특별자치도 제주시 우도면 우도해안길 290,우도면 연평리 2471-1,064-782-7588,http://xn--2i0bz3i6tfb6iooffyb11dh7bsy9b2gi.com/,숙소
제니빌펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로 604-15,남원읍 남원리 1373,064-764-6777,http://www.jennyville.co.kr/,숙소
제주다온재,펜션,제주특별자치도 서귀포시 성산읍 산성효자로114번길 125-10,성산읍 오조리 1065-12,064-784-5090,http://www.jejudaonjae.com/,숙소
라만차펜션,펜션,제주특별자치도 제주시 한림읍 금능6길 16-5,한림읍 금능리 1466,,http://blog.naver.com/syn2822,숙소
호도하우스,펜션,제주특별자치도 서귀포시 막숙포로 134,법환동 1523,064-739-1152,http://www.hodohouse.com/,숙소
유니가족펜션,펜션,제주특별자치도 제주시 원당북로 78,삼양일동 726-3,064-751-7700,https://pridge.kr/v2/camping/campinginfo/100879,숙소
롬하우스,펜션,제주특별자치도 서귀포시 속골로16번길 5,호근동 1583,010-3123-2307,https://www.instagram.com/_romhouse/,숙소
캠프해리,펜션,제주특별자치도 제주시 구좌읍 세송로 623-1,구좌읍 세화리 3518-5,010-5418-4994,https://campharry.modoo.at/,숙소
비치펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 384-12,애월읍 고내리 328-4,010-4028-3993,,숙소
제주펜션매듭,펜션,제주특별자치도 제주시 서해안로 502 1층,용담삼동 2319-8,010-3511-9617,https://site.onda.me/116285,숙소
디오름펜션,펜션,제주특별자치도 제주시 오등14길 8-10,오등동 623-3,010-6652-0913,https://jejutheoreum.co.kr/,숙소
우도피아펜션,펜션,제주특별자치도 제주시 우도면 영일진사길 51-40,우도면 연평리 560,064-784-9621,http://www.u-dopia.com/,숙소
바산올레펜션,펜션,제주특별자치도 서귀포시 안덕면 대평로 29,안덕면 창천리 844-15,064-738-9800,http://basanolle.kr/,숙소
제주클레르드륀펜션,펜션,제주특별자치도 제주시 애월읍 고내로11길 14,애월읍 고내리 565-1,010-6693-3704,http://www.jejucdlpension.com/,숙소
해변산책,펜션,제주특별자치도 제주시 애월읍 곽지9길 7,애월읍 곽지리 1622-29,010-9889-2340,,숙소
중문올레펜션,펜션,제주특별자치도 서귀포시 안덕면 한밭로 61,안덕면 감산리 686,064-792-7744,http://www.jmolle.com/,숙소
바위섬펜션,펜션,제주특별자치도 제주시 용담로7길 24,용담이동 481-11,064-711-7220,https://www.instagram.com/jejurockyisland/,숙소
길라임펜션,펜션,제주특별자치도 제주시 도두봉6길 27,도두일동 1702-5,064-743-5995,http://page.yapen.co.kr/33558,숙소
제주에서돌고래를만난다면펜션,펜션,제주특별자치도 제주시 구좌읍 해맞이해안로 1566,구좌읍 하도리 3089,1644-9565,http://xn--299a74kmodevw95a.com/,숙소
키아오라리조트,펜션,제주특별자치도 서귀포시 성산읍 난고로42번길 3,성산읍 고성리 1803-1,010-9422-5680,https://pridge.kr/v2/camping/campinginfo/59794,숙소
수펜션,펜션,제주특별자치도 서귀포시 안덕면 소기왓로 81-19,안덕면 창천리 967-1,,,숙소
빌라사계,펜션,제주특별자치도 서귀포시 안덕면 사계북로 157-20,안덕면 사계리 396-2,064-792-6006,https://www.instagram.com/villa_sagye/,숙소
공하우스,펜션,제주특별자치도 제주시 애월읍 고내3길 20,애월읍 고내리 912-3,010-6482-9514,http://www.xn--ob0b642b10c13t.com/,숙소
샤론의집펜션,펜션,제주특별자치도 서귀포시 성산읍 금백조로131번길 177-1 1층,성산읍 수산리 3988-9,010-8676-5948,http://www.sharons.co.kr/,숙소
제주와싱톤,펜션,제주특별자치도 서귀포시 성산읍 신천서로50번길 22-52,성산읍 신천리 434,064-787-0760,http://www.jejuwashington.com/,숙소
마눌펜션,펜션,제주특별자치도 제주시 애월읍 고내봉서2길 73,애월읍 상가리 2029-1,064-745-2500,http://xn--wd1br0m.com/,숙소
제주공항길펜션,펜션,제주특별자치도 제주시 용마서길 24-11,용담삼동 967-1,064-744-4411,http://www.jejuair-road.kr/,숙소
그리너리빌리지,펜션,제주특별자치도 서귀포시 소보리당로 200,상예동 2856-1,1544-3517,http://blog.naver.com/shf1210,숙소
또오크라,펜션,제주특별자치도 제주시 애월읍 수산북길 31,애월읍 수산리 822-3,064-745-7624,http://blog.naver.com/kmj4923,숙소
에퀴녹스 협재,펜션,제주특별자치도 제주시 한림읍 협재로 210-55,한림읍 협재리 899,064-796-9388,https://blog.naver.com/jt_home,숙소
풀향기휴양펜션,펜션,제주특별자치도 서귀포시 안덕면 대평감산로 59,안덕면 창천리 929-1,064-738-3368,http://www.grassflavor.com/,숙소
모이라펜션,펜션,제주특별자치도 서귀포시 516로 296,토평동 2023-1,064-732-0005,http://jejumoira.com/,숙소
시재시재,펜션,제주특별자치도 제주시 한경면 조수2길 25,한경면 조수리 280-1,010-9707-2025,https://www.instagram.com/sijaesijae_jeju/,숙소
외돌개나라펜션,펜션,제주특별자치도 서귀포시 남성로 122,서홍동 744-13,064-732-1188,http://www.olle7.com/,숙소
귤낭하우스,펜션,제주특별자치도 서귀포시 이어도로 1028-12 D동,법환동 94-3,064-739-4700,http://www.orangetree.kr/,숙소
중문허브독채펜션,펜션,제주특별자치도 서귀포시 안덕면 대평감산로 57,안덕면 창천리 929-6,,http://herbjeju.com/,숙소
제주와요펜션,펜션,제주특별자치도 제주시 조천읍 조천남4길 4,조천읍 조천리 2282,064-744-7826,http://xn--sk4bt3ghh37c95am80b.com/,숙소
하원가,펜션,제주특별자치도 서귀포시 이어도로 278,하원동 1662-1,010-8654-9150,http://hawonga.co.kr/,숙소
오조리비앤비펜션,펜션,제주특별자치도 서귀포시 성산읍 오조로 42,성산읍 오조리 117,010-3754-3882,http://www.ojoribnb.com/,숙소
굿데이펜션,펜션,제주특별자치도 서귀포시 남성로115번길 2,서홍동 754-1,064-733-0198,http://www.jejugoodday.co.kr/,숙소
스테이빌펜션,펜션,제주특별자치도 서귀포시 태평로92번길 22,호근동 1596-1,064-738-8158,http://peongsuri.com/h/jjstayvill/,숙소
포트에비뉴,펜션,제주특별자치도 서귀포시 대포동서로 63-19,대포동 2118,064-738-3910,http://portavenue.kr/,숙소
협재 하울 스테이,펜션,제주특별자치도 제주시 한림읍 협재4길 7,한림읍 협재리 1748-14,010-9048-3138,http://m.blog.naver.com/PostList.nhn?blogId=welcomehome7,숙소
삼달삼달하우스,펜션,제주특별자치도 서귀포시 성산읍 삼달하동로32번길 16,성산읍 삼달리 52-6,010-8560-9633,https://samdal.modoo.at/,숙소
랑데뷰펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 470,애월읍 신엄리 2802-5,010-9744-9570,https://site.onda.me/108335,숙소
우도봉,펜션,제주특별자치도 제주시 우도면 영일길 156-32,우도면 연평리 235,064-751-4488,,숙소
제주한달살기 아리아오션뷰펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로 594-2,남원읍 남원리 1421-2,010-8900-9427,https://www.instagram.com/aria_jeju/,숙소
아이올레키즈풀빌라펜션,펜션,제주특별자치도 서귀포시 성산읍 난고로 457,성산읍 난산리 654,010-5696-4098,https://www.iolle.net/,숙소
제주스카이라인 휴양펜션,펜션,제주특별자치도 제주시 주르레남길 19,해안동 35-8,064-747-1570,http://www.jejuskyline.com/,숙소
오션브릭풀빌라,펜션,제주특별자치도 서귀포시 안덕면 산방로 75-3,안덕면 화순리 2021,064-792-4100,http://oceanbrick.co.kr/,숙소
코사무이풀빌라펜션,펜션,제주특별자치도 서귀포시 안덕면 소기왓로37번길 9,안덕면 창천리 767-9,,https://www.instagram.com/jejukohsamui/,숙소
풀스토리풀빌라,펜션,제주특별자치도 제주시 구좌읍 월정중길 12,구좌읍 월정리 386-1,010-5646-6353,http://poolstory.co.kr/,숙소
바이더힐펜션,펜션,제주특별자치도 제주시 애월읍 항파두리로 148,애월읍 유수암리 2049-1,064-799-1113,http://www.bythehill.co.kr/,숙소
도노인제주남원 풀빌라,펜션,제주특별자치도 서귀포시 남원읍 신흥앞동산로 64-1,남원읍 신흥리 379,010-5503-2406,http://xn--in-pp4ix0a87f994bm5bh8b.com/,숙소
보메와산독채펜션,펜션,제주특별자치도 제주시 조천읍 미래로 53,조천읍 와산리 1194,010-9898-4744,https://www.instagram.com/bomews_house/,숙소
바다위올레,펜션,제주특별자치도 서귀포시 이어도로 826-13,강정동 630-1,064-738-6349,http://www.badaolle.co.kr/,숙소
제주앓이펜션,펜션,제주특별자치도 서귀포시 일주서로 166-56,강정동 1959-1,010-6410-6846,http://jejuarri.com/,숙소
선스토리,펜션,제주특별자치도 서귀포시 표선면 표선백사로60번길 72,표선면 표선리 1160-1,070-8635-1256,http://www.sunstory.kr/,숙소
고흐와 바흐,펜션,제주특별자치도 제주시 한림읍 명재로 142-21,한림읍 명월리 1926-3,010-5256-4823,http://www.goghnbach.com/,숙소
제주힐링리조트,펜션,제주특별자치도 제주시 한림읍 금악서길 11,한림읍 금악리 3399,064-796-3533,http://healingresort.co.kr/,숙소
야베스의집,펜션,제주특별자치도 제주시 한림읍 협재2길 61,한림읍 협재리 2050,010-3492-2844,http://houseofjabez.co.kr/,숙소
대성휴양빌리지,펜션,제주특별자치도 제주시 애월읍 하소로 684-45,애월읍 유수암리 2991,064-799-7171,http://www.dsvillage.net/,숙소
저바다에누워펜션,펜션,제주특별자치도 제주시 한경면 판조로 3-5,한경면 판포리 1643,010-7305-0326,http://xn--od1bpqp4t36jbhbx2c.com/,숙소
드림빌리지,펜션,제주특별자치도 제주시 구좌읍 비자림로 2499-10,구좌읍 평대리 2384-1,0505-878-0505,http://www.sheja.net/,숙소
라메종베니인제주펜션,펜션,제주특별자치도 서귀포시 성산읍 신양로122번길 10-6,성산읍 고성리 189-2,010-7133-7818,http://page.yapen.co.kr/28263,숙소
오션베스트빌,펜션,제주특별자치도 제주시 조천읍 조함해안로 221,조천읍 신흥리 791,064-784-1313,http://www.oceanbestvill.kr/,숙소
빨강궁전,펜션,제주특별자치도 제주시 애월읍 고내봉길 42-9,애월읍 애월리 21,064-799-0200,http://redcastleps.com/,숙소
컬러인제주펜션,펜션,제주특별자치도 서귀포시 성산읍 난고로42번길 24,성산읍 고성리 1714-9,064-782-4226,http://colorinjeju.com/,숙소
다몰펜션,펜션,제주특별자치도 제주시 조천읍 함덕27길 32-8,조천읍 함덕리 272-25,010-3599-1369,http://www.damol.co.kr/,숙소
르빌리지애월 1호점,펜션,제주특별자치도 제주시 애월읍 어음13길 196-49,애월읍 어음리 502,010-4490-7007,http://www.airbnb.co.kr/p/levillage,숙소
제주정원휴양펜션,펜션,제주특별자치도 서귀포시 성산읍 금백조로 87,성산읍 수산리 2476,010-3654-9962,http://www.jejugarden.com/,숙소
감귤향기힐링파크,펜션,제주특별자치도 제주시 한경면 두조로 307,한경면 두모리 27-3,064-805-8160,http://urigroup.co.kr/,숙소
앙끄리에펜션,펜션,제주특별자치도 서귀포시 색달로61번길 59-8,색달동 1879,064-739-2727,http://www.angkure.com/,숙소
제주으뜸원펜션,펜션,"제주특별자치도 제주시 한림읍 금능길 55 3, 4층",한림읍 금능리 1354,064-733-5212,https://page.yapen.co.kr/44374,숙소
가까이에파도소리펜션,펜션,제주특별자치도 제주시 연대마을길 44,외도이동 1972-1,064-743-7436,http://www.pensionjeju.co.kr/,숙소
더휴풀빌라,펜션,제주특별자치도 제주시 애월읍 일주서로 6412-1,애월읍 고내리 663-2,010-7672-3040,http://jejuthehue.co.kr/,숙소
백패커스빌라,펜션,제주특별자치도 제주시 한경면 용수3길 21-1,한경면 용수리 4245-1,010-4585-0905,http://naver.me/xGOJlgzM,숙소
앳코너,펜션,제주특별자치도 제주시 백포북길 25,이호일동 350-1,,,숙소
더빌라스오션,펜션,제주특별자치도 서귀포시 남원읍 태신해안로 271,남원읍 신흥리 125-6,010-3697-9975,http://www.thevillasocean.com/,숙소
메종드제주,펜션,제주특별자치도 제주시 한경면 두모5길 60,한경면 두모리 2637-4,010-2554-8585,http://www.maisondejeju.com/,숙소
JB풀빌라 남원점,펜션,제주특별자치도 서귀포시 남원읍 남위남성로94번길 30-1,남원읍 남원리 1693-1,010-7226-9699,http://jbpoolvilla.com/,숙소
월정리 사남매하우스,펜션,제주특별자치도 제주시 구좌읍 행원로 20-15,구좌읍 행원리 1576,010-2109-2656,https://jejufourhouse.modoo.at/,숙소
초록마을펜션,펜션,제주특별자치도 제주시 조천읍 와흘로 372,조천읍 와흘리 249-4,010-4288-0722,https://jejugreen.modoo.at/,숙소
풍경채,펜션,제주특별자치도 제주시 조천읍 조함해안로 482-1,조천읍 함덕리 1252-40,064-784-4242,http://www.xn--289ax11d0vf.kr/,숙소
소곤닥하우스,펜션,제주특별자치도 제주시 조천읍 신북로 497,조천읍 함덕리 1240-1,064-743-6003,http://www.sogondakhouse.com/,숙소
해안성,펜션,제주특별자치도 서귀포시 태평로92번길 29,호근동 1615-2,064-739-4884,https://pridge.kr/v2/camping/campinginfo/100297,숙소
제주인하우스펜션,펜션,제주특별자치도 서귀포시 법환상로2번길 57,법환동 629-1,064-739-7788,https://blog.naver.com/jejuinhouse,숙소
틸다하우스,펜션,제주특별자치도 제주시 한경면 중산간서로 3367-1,한경면 낙천리 341,064-773-0033,http://tildahouse.com/,숙소
유디펜션,펜션,제주특별자치도 제주시 구좌읍 덕천동길 79,구좌읍 덕천리 127,064-782-3363,http://udjeju.co.kr/,숙소
달빛고운펜션,펜션,제주특별자치도 제주시 구좌읍 월정7길 52-1,구좌읍 월정리 2-1,010-4175-1251,https://pridge.kr/v2/camping/campinginfo/105551,숙소
코지펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 724,애월읍 구엄리 599,064-711-7700,http://jejucapepension.com/,숙소
성산포사랑펜션,펜션,제주특별자치도 서귀포시 성산읍 성산중앙로 30-4,성산읍 성산리 175-4,064-782-5537,http://seongsanpolove.kr/,숙소
프라임풀빌라,펜션,제주특별자치도 서귀포시 염돈로 22,강정동 2043,010-2568-3742,https://pridge.kr/v2/camping/campinginfo/106377,숙소
제주애월풀빌라,펜션,제주특별자치도 제주시 애월읍 중산간서로 5409 1층,애월읍 곽지리 378-1,1533-1131,https://www.jejupool.com/,숙소
바다드림펜션,펜션,제주특별자치도 제주시 어영길 18-9,용담삼동 2282,064-744-7094,http://www.jjbadadream.com/,숙소
라뷰테제주,펜션,제주특별자치도 서귀포시 대정읍 노을해안로 620-2,대정읍 신도리 2419-7,010-9916-9301,http://www.labeautejeju.com/,숙소
제주올레프로방스,펜션,제주특별자치도 제주시 애월읍 광령평화2길 170-13,애월읍 광령리 2807-27,010-4740-6774,http://olleprovence.kr/,숙소
월정힐펜션,펜션,제주특별자치도 제주시 구좌읍 월정중길 19-9,구좌읍 월정리 699-3,010-6858-2257,http://page.yapen.co.kr/41312,숙소
타워펜션,펜션,제주특별자치도 제주시 용두암길 2,용담이동 481-46,064-713-1550,https://towerpension.modoo.at/,숙소
썬빌리지,펜션,제주특별자치도 서귀포시 예래해안로 195-6,하예동 706-7,010-8030-2510,http://www.thesunvillage.co.kr/,숙소
제주아모제,펜션,제주특별자치도 서귀포시 최영로 20-1,법환동 169-4,010-3600-8835,http://amojejeju.com/,숙소
도라미펜션,펜션,제주특별자치도 서귀포시 일주동로 8215 1층,신효동 924,064-767-9797,http://dorame.kr/,숙소
코롱코롱풀빌라,펜션,제주특별자치도 서귀포시 대정읍 노을해안로 216-30,대정읍 영락리 1551,010-6620-9070,http://jejukorongkorong.co.kr/,숙소
미소가펜션,펜션,제주특별자치도 서귀포시 남원읍 태위로44번길 2-1,남원읍 위미리 3100,064-764-1767,https://jejumisoga.modoo.at/,숙소
마제스티 펜션,펜션,제주특별자치도 제주시 한림읍 옹포2길 12,한림읍 협재리 1388,010-5003-5033,https://majestypension.modoo.at/,숙소
피노&키오,펜션,제주특별자치도 제주시 구좌읍 일주동로 1853,구좌읍 김녕리 5974,064-784-1111,http://jejupinocchio.com/,숙소
까만돌멩이,펜션,제주특별자치도 제주시 구좌읍 계룡길 32,구좌읍 한동리 10-29,010-4908-2855,https://blog.naver.com/blackstone32,숙소
청수리아파트,펜션,제주특별자치도 제주시 한경면 청수서2길 96,한경면 청수리 1281-6,010-7770-6850,http://dailyrentalhouse.co.kr/,숙소
스토리하우스펜션,펜션,제주특별자치도 제주시 도리중길 37,이호일동 320-1,010-7233-8231,http://jejustoryhouse.com/,숙소
제주드헤브,펜션,제주특별자치도 제주시 구좌읍 문주란로1길 74-24,구좌읍 하도리 1774-10,064-783-1200,https://pridge.kr/v2/camping/campinginfo/111703,숙소
엔젤하우스,펜션,제주특별자치도 제주시 애월읍 신엄안3길 95 2층,애월읍 고내리 11-1,010-4894-9388,http://www.angelhouse.kr/,숙소
잇츠힐펜션,펜션,제주특별자치도 제주시 애월읍 애월해안로 788,애월읍 구엄리 466-1,064-747-0586,http://www.itshill.com/,숙소
쇠소깍 휴양펜션 엘마르,펜션,제주특별자치도 서귀포시 쇠소깍로 138,하효동 996-1,064-767-2180,,숙소
헤르멘하우스,펜션,제주특별자치도 서귀포시 대정읍 평화로 85,대정읍 안성리 1313,064-792-1213,http://www.hermenhouse.com/,숙소
제주가좋아서,펜션,제주특별자치도 제주시 구좌읍 비자림로 1569,구좌읍 송당리 2250-1,064-782-0122,https://xn--o39a931bg5cfrd5pev.com/,숙소
제주삼양2022펜션,펜션,제주특별자치도 제주시 설촌로 13,삼양이동 2022,010-5025-8463,http://xn--o39a70m87l4rghmaz0ad85c.com/,숙소
제주해울독채펜션,펜션,제주특별자치도 제주시 한림읍 명재로 100-45,한림읍 협재리 12-1,010-5466-6028,https://jejuhaeul.modoo.at/,숙소
해리앤소담펜션,펜션,제주특별자치도 제주시 애월읍 중산간서로 6566-3,애월읍 광령리 2010-10,064-745-1969,https://www.harrynsodam.com/,숙소
인피니티 다이빙리조트펜션,펜션,제주특별자치도 제주시 조천읍 조함해안로 378,조천읍 함덕리 3294,010-4767-3294,https://infinity99.modoo.at/,숙소
더나은스테이,펜션,제주특별자치도 서귀포시 일주동로 8280,신효동 1323-2,064-751-9980,https://thestay123.modoo.at/,숙소
더라온,펜션,제주특별자치도 서귀포시 표선면 번영로 2587-43 C동,표선면 성읍리 2008,031-255-2233,http://thelaon.co.kr/,숙소
낙원비치하우스,펜션,제주특별자치도 제주시 한북로 157-1,오등동 460,064-726-0004,http://www.jejunakwon.co.kr/,숙소
느링느링스테이,펜션,제주특별자치도 서귀포시 성산읍 남산봉로 83-82,성산읍 신풍리 998-1,010-9157-0601,http://slowingstay.modoo.at/,숙소
제주빌레성통나무휴양펜션,펜션,제주특별자치도 서귀포시 성산읍 온평포구로 42,성산읍 온평리 1050,064-782-0559,http://www.jejubille.com/,숙소
제주카사블랑카,펜션,제주특별자치도 서귀포시 학수암로 111,호근동 2083-4,010-3755-3800,https://jejucasa.modoo.at/,숙소
